date,unscheduled,forecast,confcall,Rate,RateDiff,RateDecision,ChairPerson,GDP_date,GDP_value,GDP_diff_prev,GDP_diff_year,GDPPOT_date,GDPPOT_value,GDPPOT_diff_prev,GDPPOT_diff_year,PCE_date,PCE_value,PCE_diff_prev,PCE_diff_year,CPI_date,CPI_value,CPI_diff_prev,CPI_diff_year,Unemp_date,Unemp_value,Unemp_diff_prev,Unemp_diff_year,Employ_date,Employ_value,Employ_diff_prev,Employ_diff_year,PMI_date,PMI_value,PMI_diff_prev,PMI_diff_year,NMI_date,NMI_value,NMI_diff_prev,NMI_diff_year,Rsales_date,Rsales_value,Rsales_diff_prev,Rsales_diff_year,Hsales_date,Hsales_value,Hsales_diff_prev,Hsales_diff_year,Taylor,Balanced,Inertia,Taylor-Rate,Balanced-Rate,Inertia-Rate,Taylor_diff,Balanced_diff,Inertia_diff
1990-02-07,False,False,False,8.25,0.0,0,,,,,,,,,,,,,,,,,,1990-01-01,,,,1990-01-01,,,,1990-01-01,,,,,,,,,,,,1990-01-01,,,,,,,,,,,,
1990-03-27,False,False,False,8.25,0.0,0,,,,,,,,,,1990-01-01,,,,1990-02-01,,,,1990-02-01,,,,1990-02-01,,,,1990-02-01,,,,,,,,,,,,1990-02-01,,,,,,,,,,,,
1990-04-11,False,False,True,8.25,0.0,0,,,,,,,,,,1990-02-01,,,,1990-03-01,128.03333333333333,,,1990-03-01,-5.3,,,1990-03-01,109426.0,,,1990-03-01,48.73333333333333,,,,,,,,,,,1990-03-01,595.0,,,,,,,,,,,
1990-05-15,False,False,False,8.25,0.0,0,,1990-01-01,,,,1990-01-01,,,,1990-03-01,64.16533333333332,,,1990-04-01,128.5,0.36472945191555256,,1990-04-01,-5.3,0.0,,1990-04-01,109588.33333333333,162.33333333333334,,1990-04-01,49.666666666666664,0.9333333333333323,,,,,,,,,,1990-04-01,569.0,-4.376270929426645,,,,,,,,,,
1990-07-03,False,False,False,8.25,0.0,0,,1990-01-01,,,,1990-01-01,,,,1990-05-01,64.668,0.3613293901473796,,1990-05-01,128.86666666666667,0.2857301770051717,,1990-05-01,-5.333333333333333,-0.03333333333333351,,1990-05-01,109723.0,134.66666666666666,,1990-05-01,49.800000000000004,0.13333333333333286,,,,,,,,,,1990-05-01,550.0,-3.3091360645296084,,,,,,,,,,
1990-08-21,False,False,False,8.0,0.0,0,,1990-04-01,,,,1990-04-01,,,,1990-06-01,64.882,0.3308294544821292,,1990-07-01,129.83333333333334,0.41224249108199035,,1990-07-01,-5.366666666666667,-0.033333333333333215,,1990-07-01,109839.66666666667,46.0,,1990-07-01,48.43333333333334,-1.1333333333333329,,,,,,,,,,1990-07-01,540.3333333333334,0.011150539296342243,,,,,,,,,,
1990-09-07,False,False,True,8.0,0.0,0,,1990-04-01,,,,1990-04-01,,,,1990-07-01,65.08666666666667,0.3155173753045623,,1990-07-01,129.83333333333334,0.41224249108199035,,1990-08-01,-5.466666666666666,-0.09999999999999994,,1990-08-01,109765.33333333333,-74.33333333333333,,1990-08-01,47.300000000000004,-1.1333333333333329,,,,,,,,,,1990-08-01,538.3333333333334,-0.3578531507405582,,,,,,,,,,
1990-09-17,False,False,True,8.0,0.0,0,,1990-04-01,,,,1990-04-01,,,,1990-07-01,65.08666666666667,0.3155173753045623,,1990-08-01,130.66666666666666,0.6414934375422158,,1990-08-01,-5.466666666666666,-0.09999999999999994,,1990-08-01,109765.33333333333,-74.33333333333333,,1990-08-01,47.300000000000004,-1.1333333333333329,,,,,,,,,,1990-08-01,538.3333333333334,-0.3578531507405582,,,,,,,,,,
1990-10-02,False,False,False,8.0,0.0,0,,1990-04-01,,,,1990-04-01,,,,1990-08-01,65.31600000000002,0.3523433563284206,,1990-08-01,130.66666666666666,0.6414934375422158,,1990-08-01,-5.466666666666666,-0.09999999999999994,,1990-08-01,109765.33333333333,-74.33333333333333,,1990-08-01,47.300000000000004,-1.1333333333333329,,,,,,,,,,1990-08-01,538.3333333333334,-0.3578531507405582,,,,,,,,,,
1990-11-13,False,False,False,7.5,-0.25,-1,,1990-07-01,9383.013,,,1990-07-01,9409.079255333332,,,1990-09-01,65.53766666666667,0.33928862337398685,,1990-10-01,132.5,0.7353492459737022,,1990-10-01,-5.833333333333333,-0.13333333333333344,,1990-10-01,109500.33333333333,-152.33333333333334,,1990-10-01,44.6,-1.1333333333333329,,,,,,,,,,1990-10-01,496.3333333333333,-4.964543963621455,,,,,,,,,,
