date,unscheduled,forecast,confcall,Rate,RateDiff,RateDecision,ChairPerson,GDP_date,GDP_value,GDP_diff_prev,GDP_diff_year,GDPPOT_date,GDPPOT_value,GDPPOT_diff_prev,GDPPOT_diff_year,PCE_date,PCE_value,PCE_diff_prev,PCE_diff_year,CPI_date,CPI_value,CPI_diff_prev,CPI_diff_year,Unemp_date,Unemp_value,Unemp_diff_prev,Unemp_diff_year,Employ_date,Employ_value,Employ_diff_prev,Employ_diff_year,PMI_date,PMI_value,PMI_diff_prev,PMI_diff_year,NMI_date,NMI_value,NMI_diff_prev,NMI_diff_year,Rsales_date,Rsales_value,Rsales_diff_prev,Rsales_diff_year,Hsales_date,Hsales_value,Hsales_diff_prev,Hsales_diff_year,Taylor,Balanced,Inertia,Taylor-Rate,Balanced-Rate,Inertia-Rate,Taylor_diff,Balanced_diff,Inertia_diff
1990-02-07,False,False,False,8.25,0.0,0,,,,,,,,,,,,,,,,,,1990-01-01,,,,1990-01-01,,,,1990-01-01,,,,,,,,,,,,1990-01-01,,,,,,,,,,,,
1990-03-27,False,False,False,8.25,0.0,0,,,,,,,,,,1990-01-01,,,,1990-02-01,127.75,,,1990-02-01,-5.35,,,1990-02-01,109317.0,,,1990-02-01,48.150000000000006,,,,,,,,,,,1990-02-01,605.5,,,,,,,,,,,
1990-04-11,False,False,True,8.25,0.0,0,,,,,,,,,,1990-02-01,64.011,,,1990-03-01,128.3,0.43045343137254677,,1990-03-01,-5.25,0.10000000000000009,,1990-03-01,109539.5,222.5,,1990-03-01,49.5,1.3499999999999979,,,,,,,,,,1990-03-01,582.5,-3.7769499481469353,,,,,,,,,,
1990-05-15,False,False,False,8.25,0.0,0,,1990-01-01,,,,1990-01-01,,,,1990-03-01,64.32,0.4827361442465087,,1990-04-01,128.75,0.3510157465007798,,1990-04-01,-5.300000000000001,-0.050000000000000266,,1990-04-01,109665.0,125.5,,1990-04-01,49.95,0.4499999999999993,,,,,,,,,,1990-04-01,558.0,-4.225696716720612,,,,,,,,,,
1990-07-03,False,False,False,8.25,0.0,0,,1990-01-01,,,,1990-01-01,,,,1990-05-01,64.765,0.30199159168866363,,1990-05-01,129.0,0.19422026550775978,,1990-05-01,-5.4,-0.10000000000000009,,1990-05-01,109762.5,97.5,,1990-05-01,49.75,-0.1999999999999993,,,,,,,,,,1990-05-01,538.0,-3.525463826066832,,,,,,,,,,
1990-08-21,False,False,False,8.0,0.0,0,,1990-04-01,9375.27,,,1990-04-01,9376.933572,,,1990-06-01,64.99000000000001,0.3473469518320803,,1990-07-01,130.2,0.5407842176160078,,1990-07-01,-5.35,-0.04999999999999982,,1990-07-01,109840.0,-7.5,,1990-07-01,47.900000000000006,-1.4499999999999993,,,,,,,,,,1990-07-01,543.5,0.7547331890183141,,,,,,,,,,
1990-09-07,False,False,True,8.0,0.0,0,,1990-04-01,9375.27,,,1990-04-01,9376.933572,,,1990-07-01,65.19800000000001,0.3201817011592933,,1990-07-01,130.2,0.5407842176160078,,1990-08-01,-5.6,-0.25,,1990-08-01,109720.0,-120.0,,1990-08-01,46.35,-1.5500000000000007,,,,,,,,,,1990-08-01,535.0,-1.5667422729273164,,,,,,,,,,
1990-09-17,False,False,True,8.0,0.0,0,,1990-04-01,9375.27,,,1990-04-01,9376.933572,,,1990-07-01,65.19800000000001,0.3201817011592933,,1990-08-01,131.05,0.6524028209144037,,1990-08-01,-5.6,-0.25,,1990-08-01,109720.0,-120.0,,1990-08-01,46.35,-1.5500000000000007,,,,,,,,,,1990-08-01,535.0,-1.5667422729273164,,,,,,,,,,
1990-10-02,False,False,False,8.0,0.0,0,,1990-04-01,9375.27,,,1990-04-01,9376.933572,,,1990-08-01,65.416,0.3342624444581007,,1990-08-01,131.05,0.6524028209144037,,1990-08-01,-5.6,-0.25,,1990-08-01,109720.0,-120.0,,1990-08-01,46.35,-1.5500000000000007,,,,,,,,,,1990-08-01,535.0,-1.5667422729273164,,,,,,,,,,
1990-11-13,False,False,False,7.5,-0.25,-1,,1990-07-01,9395.375,0.21471557185576756,,1990-07-01,9441.444976499999,0.6880125262680934,,1990-09-01,65.66650000000001,0.3830038239362171,,1990-10-01,132.95,0.6815679302632377,,1990-10-01,-5.9,-0.10000000000000009,,1990-10-01,109442.5,-124.5,,1990-10-01,43.85,-1.4499999999999993,,,,,,,,,,1990-10-01,480.5,-6.15530303030303,,,,,,,,,,
1990-12-07,False,False,True,7.25,-0.25,-1,,1990-07-01,9395.375,0.21471557185576756,,1990-07-01,9441.444976499999,0.6880125262680934,,1990-10-01,65.89250000000001,0.34417232243881923,,1990-10-01,132.95,0.6815679302632377,,1990-11-01,-6.050000000000001,-0.1499999999999999,,1990-11-01,109290.5,-152.0,,1990-11-01,42.25,-1.6000000000000014,,,,,,,,,,1990-11-01,479.0,-0.114247311827957,,,,,,,,,,
1990-12-18,False,False,False,7.0,-0.25,-1,,1990-07-01,9395.375,0.21471557185576756,,1990-07-01,9441.444976499999,0.6880125262680934,,1990-10-01,65.89250000000001,0.34417232243881923,,1990-11-01,133.55,0.45206641962037425,,1990-11-01,-6.050000000000001,-0.1499999999999999,,1990-11-01,109290.5,-152.0,,1990-11-01,42.25,-1.6000000000000014,,,,,,,,,,1990-11-01,479.0,-0.114247311827957,,,,,,,,,,
1991-01-09,False,False,True,6.75,-0.25,-1,,1990-07-01,9395.375,0.21471557185576756,,1990-07-01,9441.444976499999,0.6880125262680934,,1990-11-01,66.0435,0.22934668972333552,,1990-11-01,133.55,0.45206641962037425,,1990-12-01,-6.25,-0.19999999999999973,,1990-12-01,109190.0,-100.5,,1990-12-01,41.05,-1.2000000000000028,,,,,,,,,,1990-12-01,478.5,0.06957621758380794,,,,,,,,,,
1991-02-01,False,False,True,6.25,-0.5,-1,,1990-10-01,9355.718,-0.4219282443276592,,1990-10-01,9504.607819,0.6690278113987154,,1990-12-01,66.12950000000001,0.13021091269725887,,1990-12-01,133.95,0.2994295671909681,,1990-12-01,-6.25,-0.19999999999999973,,1990-12-01,109190.0,-100.5,,1990-12-01,41.05,-1.2000000000000028,,,,,,,,,,1990-12-01,478.5,0.06957621758380794,,,,,,,,,,
1991-02-06,False,False,False,6.25,0.0,0,,1990-10-01,9355.718,-0.4219282443276592,,1990-10-01,9504.607819,0.6690278113987154,,1990-12-01,66.12950000000001,0.13021091269725887,,1990-12-01,133.95,0.2994295671909681,,1991-01-01,-6.35,-0.10000000000000009,,1991-01-01,109110.5,-79.5,,1991-01-01,40.0,-1.0499999999999972,,,,,,,,,,1991-01-01,432.5,-9.729969574036511,,,,,,,,,,
1991-03-26,False,False,False,6.0,0.0,0,,1990-10-01,9355.718,-0.4219282443276592,,1990-10-01,9504.607819,0.6690278113987154,,1991-01-01,66.34100000000001,0.3197011611928404,,1991-02-01,134.75,0.22340864558544035,5.4797794117647065,1991-02-01,-6.5,-0.1499999999999999,-1.15,1991-02-01,108894.5,-216.0,-422.5,1991-02-01,39.3,-0.6999999999999993,-8.850000000000001,,,,,,,,,1991-02-01,441.5,3.3109575199931207,-26.882948529010424,,,,,,,,,
1991-04-12,False,False,True,6.0,0.0,0,,1990-10-01,9355.718,-0.4219282443276592,,1990-10-01,9504.607819,0.6690278113987154,,1991-02-01,66.5975,0.3869166779704979,4.040975659607769,1991-03-01,134.8,0.037119524870090105,5.0668254276827485,1991-03-01,-6.699999999999999,-0.19999999999999973,-1.4499999999999997,1991-03-01,108654.0,-240.5,-885.5,1991-03-01,40.05,0.75,-9.45,,,,,,,,,1991-03-01,494.5,12.693111619292019,-15.05789514022769,,,,,,,,,
1991-04-30,False,False,True,5.75,-0.25,-1,,1991-01-01,9291.152,-0.6891116152020273,,1991-01-01,9566.609345500001,0.65235464203797,,1991-02-01,66.5975,0.3869166779704979,4.040975659607769,1991-03-01,134.8,0.037119524870090105,5.0668254276827485,1991-03-01,-6.699999999999999,-0.19999999999999973,-1.4499999999999997,1991-03-01,108654.0,-240.5,-885.5,1991-03-01,40.05,0.75,-9.45,,,,,,,,,1991-03-01,494.5,12.693111619292019,-15.05789514022769,5.884245382454804,4.701577937706605,4.419554976010676,-0.14492128421186334,-1.3275887289600612,-1.6096116906559912,,,
1991-05-01,False,False,True,5.75,0.0,0,,1991-01-01,9291.152,-0.6891116152020273,,1991-01-01,9566.609345500001,0.65235464203797,,1991-03-01,66.7585,0.24179665953306623,3.791536530867978,1991-03-01,134.8,0.037119524870090105,5.0668254276827485,1991-03-01,-6.699999999999999,-0.19999999999999973,-1.4499999999999997,1991-03-01,108654.0,-240.5,-885.5,1991-03-01,40.05,0.75,-9.45,,,,,,,,,1991-03-01,494.5,12.693111619292019,-15.05789514022769,5.869528507852807,4.67759352629396,4.416069304389239,-0.15130482548052657,-1.3432398070393732,-1.604764028944094,-0.014716874601996999,-0.023984411412644846,-0.003485671621436204
1991-05-14,False,False,False,5.75,0.0,0,,1991-01-01,9291.152,-0.6891116152020273,,1991-01-01,9566.609345500001,0.65235464203797,,1991-03-01,66.7585,0.24179665953306623,3.791536530867978,1991-04-01,134.95,0.11127596439168506,4.815540516899187,1991-04-01,-6.75,-0.050000000000000266,-1.4499999999999997,1991-04-01,108469.0,-185.0,-1196.0,1991-04-01,41.75,1.6999999999999993,-8.2,,,,,,,,,1991-04-01,507.5,2.6919803252391827,-8.972768299111562,5.586915095633509,4.2745021355362285,4.409241346336231,-0.35475157103315763,-1.6671645311304377,-1.5324253203304345,-0.28261341221929737,-0.4030913907577318,-0.006827958053007954
1991-06-10,False,False,True,5.75,0.0,0,,1991-01-01,9291.152,-0.6891116152020273,,1991-01-01,9566.609345500001,0.65235464203797,,1991-04-01,66.8945,0.20372427571114965,3.6000449089036546,1991-04-01,134.95,0.11127596439168506,4.815540516899187,1991-05-01,-6.800000000000001,-0.050000000000000266,-1.4,1991-05-01,108306.5,-162.5,-1456.0,1991-05-01,43.65,1.8999999999999986,-6.100000000000001,,,,,,,,,1991-05-01,512.5,0.9844461010421035,-4.728291664939121,5.0314744937875835,3.4688380398027876,4.434465960696248,-0.797692172879083,-2.3603286268638786,-1.3947007059704182,-0.5554406018459259,-0.8056640957334409,0.025224614360016773
1991-06-24,False,False,True,5.75,0.0,0,,1991-01-01,9291.152,-0.6891116152020273,,1991-01-01,9566.609345500001,0.65235464203797,,1991-04-01,66.8945,0.20372427571114965,3.6000449089036546,1991-05-01,135.35,0.2963240769009375,4.922393439332632,1991-05-01,-6.800000000000001,-0.050000000000000266,-1.4,1991-05-01,108306.5,-162.5,-1456.0,1991-05-01,43.65,1.8999999999999986,-6.100000000000001,,,,,,,,,1991-05-01,512.5,0.9844461010421035,-4.728291664939121,4.767684843063475,3.075302873729597,4.443912902273894,-1.0031484902698584,-2.6955304596037366,-1.3269204310594394,-0.2637896507241084,-0.3935351660731907,0.009446941577645696
1991-07-03,False,False,False,5.75,0.0,0,,1991-01-01,9291.152,-0.6891116152020273,,1991-01-01,9566.609345500001,0.65235464203797,,1991-05-01,67.095,0.2996256734811702,3.5975479705279536,1991-05-01,135.35,0.2963240769009375,4.922393439332632,1991-05-01,-6.800000000000001,-0.050000000000000266,-1.4,1991-05-01,108306.5,-162.5,-1456.0,1991-05-01,43.65,1.8999999999999986,-6.100000000000001,,,,,,,,,1991-05-01,512.5,0.9844461010421035,-4.728291664939121,4.66109801613079,2.9223783627436677,4.449143245588449,-1.0889019838692102,-2.8276216372563323,-1.3008567544115504,-0.10658682693268506,-0.15292451098592919,0.005230343314555519
1991-08-05,False,False,True,5.5,-0.25,-1,,1991-04-01,9305.5045,0.15593750658145317,-0.7445164383228355,1991-04-01,9627.5855295,0.6374106964305328,2.6731898249062853,1991-06-01,67.3015,0.30795685222406416,3.5568739998684067,1991-06-01,135.8,0.3325407378779861,4.865388319323269,1991-07-01,-6.85,0.050000000000000266,-1.5,1991-07-01,108313.0,21.5,-1527.0,1991-07-01,50.45,3.0500000000000007,2.549999999999997,,,,,,,,,1991-07-01,513.5,-0.5812079228704661,-5.520329056501574,4.658106393424303,2.925598509654796,4.448660223551781,-1.0918936065756968,-2.8244014903452044,-1.3013397764482195,-0.002991622706487007,0.0032201469111283743,-0.0004830220366685012
