,EPS_10YR,Ensemble_pred
2013-01-01,0.040045235,0.11924732920000002
2013-02-01,0.035556752000000004,0.17202181560000002
2013-03-01,0.037018197,0.2581925612
2013-04-01,0.13903411,1.2397827916000002
2013-05-01,0.134594624,1.221836834
2013-06-01,0.132263623,0.5705121442000001
2013-07-01,0.136330974,-0.011502042599999998
2013-08-01,0.134730974,0.1498463438
2013-09-01,0.124427113,-0.007801985800000022
2013-10-01,0.25102311,-0.0167502032
2013-11-01,0.24702288100000003,0.20727951360000002
2013-12-01,0.236260912,-0.29221807760000007
2014-01-01,-0.004334232,0.9550628859999999
2014-02-01,-0.0028342320000000003,0.8072705746
2014-03-01,0.000752,0.48571433919999996
2014-04-01,0.066706898,0.029096544799999985
2014-05-01,0.069510406,-0.05964493460000003
2014-06-01,0.066504811,0.12540857639999997
2014-07-01,0.08943469,0.07048066119999996
2014-08-01,0.089309675,-0.0403553596
2014-09-01,0.08953469,0.0030375723999999937
2014-10-01,-0.155762209,0.48796578520000006
2014-11-01,-0.15184037,0.06504025779999997
2014-12-01,-0.154862209,-0.0070420015999999586
2015-01-01,-0.12918653300000002,-0.33508935759999997
2015-02-01,-0.137703214,-0.16972882039999998
2015-03-01,-0.135088937,-0.2140329066
2015-04-01,-0.180172815,0.06672133040000011
2015-05-01,-0.185833358,0.11590150039999997
2015-06-01,-0.18946803199999998,-0.1301858954
2015-07-01,-0.188051263,0.02201245420000003
2015-08-01,-0.186551263,-0.022494935599999932
2015-09-01,-0.194653703,-0.2907201046
2015-10-01,-0.187583666,-0.0623015592
2015-11-01,-0.192523771,-0.048155202999999994
2015-12-01,-0.19535370300000002,-0.0324122626
2016-01-01,-0.024494066000000002,0.004420945399999994
2016-02-01,-0.020197362,0.04208435799999999
2016-03-01,-0.024883527000000003,-0.0452858206
2016-04-01,0.002491825,0.0108718746
2016-05-01,0.004939775,-0.021517779599999988
2016-06-01,0.009093107,0.083604526
2016-07-01,0.086649336,0.0808748316
2016-08-01,0.087361409,0.1896690298
2016-09-01,0.087974914,0.10174780480000001
2016-10-01,0.25962311,0.10062430759999999
2016-11-01,0.24386091199999999,0.06668809640000001
2016-12-01,0.24036091199999998,0.046884015599999995
2017-01-01,0.243941795,0.02909331199999999
2017-02-01,0.247029113,0.027448249599999988
2017-03-01,0.233036783,0.2018346036
2017-04-01,0.135006087,0.0816240554
2017-05-01,0.13363411,0.15810286019999997
2017-06-01,0.13473411,0.14649248920000002
2017-07-01,0.10362503,0.36434646660000003
2017-08-01,0.098049216,0.1130050862
2017-09-01,0.100815179,0.027035406599999992
2017-10-01,0.087263975,0.050555233399999996
2017-11-01,0.082089853,-0.1269416618
2017-12-01,0.084224038,0.009146239199999998
2018-01-01,0.19695365,0.010202576199999994
2018-02-01,0.188394444,-0.09446413560000003
2018-03-01,0.19003191,0.16009788660000002
2018-04-01,0.24252911300000002,0.0190153452
2018-05-01,0.235460912,-0.23292548440000005
2018-06-01,0.233186454,-0.10244611580000001
2018-07-01,0.261904443,-0.228955462
2018-08-01,0.255852035,-0.13873516200000002
2018-09-01,0.250229813,0.0611588852
2018-10-01,0.032715939,0.1322131988
2018-11-01,0.031746181,0.011220224399999985
2018-12-01,0.033377812,0.08936500780000001
2019-01-01,0.030781024,-0.04374312380000002
2019-02-01,0.038687087,-0.025134774800000002
2019-03-01,0.037246181,0.053610346999999996
2019-04-01,-0.001034232,0.0034233833999999996
2019-05-01,0.002721794,-0.055075084
2019-06-01,0.003565768,0.0783682296
2019-07-01,-0.086895885,0.060201434399999997
2019-08-01,-0.082595885,0.098366327
2019-09-01,-0.087793397,-0.009032566200000001
2019-10-01,0.20133191,0.00505451199999999
2019-11-01,0.191730407,0.0611686786
2019-12-01,0.191230407,0.026906158800000003
2020-01-01,-0.511683766,-0.0011240699999999978
2020-02-01,-0.529885906,0.014614385999999993
2020-03-01,-0.5459752379999999,-0.00893489120000001
2020-04-01,-0.46075407,-0.0154492938
2020-05-01,-0.474473969,-0.2871356854
2020-06-01,-0.49686740700000004,-0.3274210876
2020-07-01,-0.047400859000000004,-0.30730236499999997
2020-08-01,-0.04307224900000001,-0.1100857948
2020-09-01,-0.050307511,-0.1803025982
2020-10-01,-0.161491574,-0.24837035619999998
2020-11-01,-0.163320902,-0.174385945
2020-12-01,-0.170072815,-0.1806156216
2021-01-01,-0.00959934,-0.021101099799999995
2021-02-01,-0.014997362,-0.042926531000000004
2021-03-01,-0.013697358,0.005015619600000007
