,EPS_10YR,Ensemble_pred
2013-02-01,0.035556752000000004,-0.035583425
2013-03-01,0.037018197,0.2957847218
2013-04-01,0.13903411,0.0908144837
2013-05-01,0.134594624,0.9251779284000001
2013-06-01,0.132263623,0.8659040913
2013-07-01,0.136330974,0.42217468319999996
2013-08-01,0.134730974,-0.018054305900000005
2013-09-01,0.124427113,0.1443047938
2013-10-01,0.25102311,0.09312560279999998
2013-11-01,0.24702288100000003,-0.0662788597
2013-12-01,0.236260912,0.0289357933
2014-01-01,-0.004334232,-0.43604162900000004
2014-02-01,-0.0028342320000000003,0.5516193988
2014-03-01,0.000752,0.5380251580999998
2014-04-01,0.066706898,0.4723986568
2014-05-01,0.069510406,-0.3035747945999999
2014-06-01,0.066504811,-0.2700271508
2014-07-01,0.08943469,-0.09034762359999998
2014-08-01,0.089309675,-0.09748252579999998
2014-09-01,0.08953469,-0.1710906719
2014-10-01,-0.155762209,0.0816333961
2014-11-01,-0.15184037,-0.041565606500000005
2014-12-01,-0.154862209,0.3303440244
2015-01-01,-0.12918653300000002,0.2859214261
2015-02-01,-0.137703214,-0.0904465184
2015-03-01,-0.135088937,-0.0890333442
2015-04-01,-0.180172815,-0.18056571249999998
2015-05-01,-0.185833358,0.12852691610000003
2015-06-01,-0.18946803199999998,0.08335773830000004
2015-07-01,-0.188051263,-0.02383598850000007
2015-08-01,-0.186551263,4.847520000000882e-05
2015-09-01,-0.194653703,-0.10932520429999998
2015-10-01,-0.187583666,-0.41422252570000007
2015-11-01,-0.192523771,-0.3855974318
2015-12-01,-0.19535370300000002,-0.3271413618
2016-01-01,-0.024494066000000002,-0.30665100619999996
2016-02-01,-0.020197362,-0.14333042020000003
2016-03-01,-0.024883527000000003,-0.2579265462
2016-04-01,0.002491825,0.09499851319999998
2016-05-01,0.004939775,0.04263508419999999
2016-06-01,0.009093107,0.1415260051
2016-07-01,0.086649336,0.18061112789999997
2016-08-01,0.087361409,0.1887175868
2016-09-01,0.087974914,0.12094427279999997
2016-10-01,0.25962311,0.25486717829999994
2016-11-01,0.24386091199999999,0.2066387192
2016-12-01,0.24036091199999998,0.18328509149999997
2017-01-01,0.243941795,0.13054141919999998
2017-02-01,0.247029113,0.10988824859999997
2017-03-01,0.233036783,0.1877864949
2017-04-01,0.135006087,0.2217758186
2017-05-01,0.13363411,0.23742871719999994
2017-06-01,0.13473411,0.2159237013
2017-07-01,0.10362503,0.3208192326
2017-08-01,0.098049216,0.369941291
2017-09-01,0.100815179,0.2990988225
2017-10-01,0.087263975,0.27284910279999997
2017-11-01,0.082089853,0.1817073862
2017-12-01,0.084224038,0.03682035149999999
2018-01-01,0.19695365,0.19113966709999997
2018-02-01,0.188394444,0.1702365478
2018-03-01,0.19003191,0.0721386079
2018-04-01,0.24252911300000002,0.1454182135
2018-05-01,0.235460912,0.07198765979999999
2018-06-01,0.233186454,-0.09262781599999997
2018-07-01,0.261904443,-0.0076400548
2018-08-01,0.255852035,-0.06140298829999999
2018-09-01,0.250229813,-0.019727848899999997
2018-10-01,0.032715939,0.12150778059999999
2018-11-01,0.031746181,0.12862737159999998
2018-12-01,0.033377812,0.0121255702
2019-01-01,0.030781024,0.06733250029999999
2019-02-01,0.038687087,-0.027255926800000004
2019-03-01,0.037246181,-0.002183715099999997
2019-04-01,-0.001034232,0.1019939396
2019-05-01,0.002721794,0.06158250669999999
2019-06-01,0.003565768,0.03762570429999999
2019-07-01,-0.086895885,0.0707152063
2019-08-01,-0.082595885,0.047531357999999996
2019-09-01,-0.087793397,0.0714728465
2019-10-01,0.20133191,0.03293085
2019-11-01,0.191730407,-0.0230999714
2019-12-01,0.191230407,-0.0249409369
2020-01-01,-0.511683766,-0.0351829476
2020-02-01,-0.529885906,0.0742973017
2020-03-01,-0.5459752379999999,-0.011376773599999997
2020-04-01,-0.46075407,-0.2923291913
2020-05-01,-0.474473969,-0.26700378429999994
2020-06-01,-0.49686740700000004,-0.2965646777
2020-07-01,-0.047400859000000004,-0.32334599639999995
2020-08-01,-0.04307224900000001,-0.37059522729999994
2020-09-01,-0.050307511,-0.3051712779
2020-10-01,-0.161491574,-0.14661122559999998
2020-11-01,-0.163320902,-0.30017365389999995
2020-12-01,-0.170072815,-0.24267456879999996
2021-01-01,-0.00959934,-0.2756951578
2021-02-01,-0.014997362,-0.2258339044
2021-03-01,-0.013697358,-0.16190527899999999
