ds,EPS_10YR,Ensemble_pred
2012-06-01,-0.041110968,-0.068408915
2012-07-01,-0.080468393,-0.12178413
2012-08-01,-0.081968393,-0.07467833900000001
2012-09-01,-0.080109665,0.13270877
2012-10-01,-0.013894054,0.325744236
2012-11-01,-0.0165,0.075199552
2012-12-01,-0.01599934,0.06370168
2013-01-01,0.040045235,-0.035091629
2013-02-01,0.035556752000000004,-0.134883798
2013-03-01,0.037018197,-0.052326204
2013-04-01,0.13903411,-0.21658926399999998
2013-05-01,0.134594624,-0.328588068
2013-06-01,0.132263623,-0.09336656300000001
2013-07-01,0.136330974,-0.110996088
2013-08-01,0.134730974,0.02445032
2013-09-01,0.124427113,0.002465272
2013-10-01,0.25102311,0.057214626
2013-11-01,0.24702288100000003,-0.141276925
2013-12-01,0.236260912,0.094156418
2014-01-01,-0.004334232,0.173151467
2014-02-01,-0.0028342320000000003,-0.124898241
2014-03-01,0.000751831,-0.037827855
2014-04-01,0.066706898,-0.021225319
2014-05-01,0.069510406,0.002139398
2014-06-01,0.066504811,-0.024120127
2014-07-01,0.08943469,-0.031146681000000002
2014-08-01,0.089309675,-0.002862902
2014-09-01,0.08953469,-0.006222065
2014-10-01,-0.155762209,0.011476786000000001
2014-11-01,-0.15184037,-0.011223954
2014-12-01,-0.154862209,0.080538037
2015-01-01,-0.12918653300000002,-0.003249578
2015-02-01,-0.137703214,-0.10336309099999999
2015-03-01,-0.135088937,-0.09348927900000001
2015-04-01,-0.180172815,-0.078459075
2015-05-01,-0.185833358,0.046904727
2015-06-01,-0.18946803199999998,0.142169596
2015-07-01,-0.188051263,0.194293422
2015-08-01,-0.186551263,0.05835545599999999
2015-09-01,-0.194653703,0.06235667599999999
2015-10-01,-0.187583666,0.11217407800000001
2015-11-01,-0.192523771,0.116396971
2015-12-01,-0.19535370300000002,0.146747235
2016-01-01,-0.024494066000000002,0.064195343
2016-02-01,-0.020197362,0.068183391
2016-03-01,-0.024883527000000003,-0.01380228
2016-04-01,0.002491825,-0.000809316
2016-05-01,0.004939775,-0.000612625
2016-06-01,0.009093107,0.019267294
2016-07-01,0.086649336,-1.87e-05
2016-08-01,0.087361409,-0.0006612110000000001
2016-09-01,0.087974914,-0.007785963000000001
2016-10-01,0.25962311,-0.04083153
2016-11-01,0.24386091199999999,-0.012612993000000001
2016-12-01,0.24036091199999998,-0.006014483
2017-01-01,0.243941795,-0.004635019000000001
2017-02-01,0.247029113,0.064999988
2017-03-01,0.233036783,0.06032218
2017-04-01,0.135006087,0.059487987
2017-05-01,0.13363411,0.06767769
2017-06-01,0.13473411,0.07264135
2017-07-01,0.10362503,0.066078473
2017-08-01,0.098049216,0.031569522
2017-09-01,0.100815179,-0.001164397
2017-10-01,0.087263975,-0.008487917
2017-11-01,0.082089853,0.0048880320000000005
2017-12-01,0.084224038,-0.014475193
2018-01-01,0.19695365,-0.01304471
2018-02-01,0.188394444,0.005402041999999999
2018-03-01,0.19003191,-0.001184885
2018-04-01,0.24252911300000002,-0.0184866
2018-05-01,0.235460912,0.069476092
2018-06-01,0.233186454,-0.014029908
2018-07-01,0.261904443,0.001005082
2018-08-01,0.255852035,0.095008859
2018-09-01,0.250229813,0.09348992099999999
2018-10-01,0.032715939,0.094458098
2018-11-01,0.031746181,0.109056667
2018-12-01,0.033377812,0.10963977800000001
2019-01-01,0.030781024,-0.000124684
2019-02-01,0.038687087,0.018555744
2019-03-01,0.037246181,0.033381287
2019-04-01,-0.001034232,-0.009165919
2019-05-01,0.002721794,0.025680024
2019-06-01,0.003565768,0.072150467
2019-07-01,-0.086895885,0.133668029
2019-08-01,-0.082595885,0.001342806
2019-09-01,-0.087793397,-0.028197142999999997
2019-10-01,0.20133191,0.112571318
2019-11-01,0.191730407,0.06281553599999999
2019-12-01,0.191230407,0.071274962
2020-01-01,-0.511683766,-0.006244034
2020-02-01,-0.529885906,0.026031002
2020-03-01,-0.5459752379999999,0.054508949
2020-04-01,-0.46075407,0.06895936
2020-05-01,-0.474473969,0.056588025
2020-06-01,-0.49686740700000004,0.45913021299999995
2020-07-01,-0.047400859000000004,0.151976335
2020-08-01,-0.04307224900000001,0.068661323
2020-09-01,-0.050307511,0.074033456
2020-10-01,-0.161491574,0.043775623
2020-11-01,-0.163320902,0.043953858
2020-12-01,-0.170072815,0.040726204
2021-01-01,-0.00959934,0.044491773
2021-02-01,-0.014997362,0.031575402999999995
2021-03-01,-0.013697358,0.029553483999999998
