ds,EPS_10YR,Ensemble_pred
2012-04-01,-0.052423164,-0.016954096000000002
2012-05-01,-0.042910968,-0.06240148400000001
2012-06-01,-0.041110968,-0.029781943999999998
2012-07-01,-0.080468393,0.017383052
2012-08-01,-0.081968393,0.038537536000000004
2012-09-01,-0.080109665,0.017852259
2012-10-01,-0.013894054,-0.025959878999999998
2012-11-01,-0.0165,0.005033411
2012-12-01,-0.01599934,-0.062656957
2013-01-01,0.040045235,-0.0308721
2013-02-01,0.035556752000000004,-0.06292002299999999
2013-03-01,0.037018197,-0.07906584
2013-04-01,0.13903411,-0.048976154
2013-05-01,0.134594624,-0.029462104
2013-06-01,0.132263623,0.030377456
2013-07-01,0.136330974,0.035445307999999995
2013-08-01,0.134730974,0.18954558100000002
2013-09-01,0.124427113,0.160328432
2013-10-01,0.25102311,0.134610599
2013-11-01,0.24702288100000003,0.12629467800000002
2013-12-01,0.236260912,0.149144331
2014-01-01,-0.004334232,0.12370535
2014-02-01,-0.0028342320000000003,0.149835637
2014-03-01,0.000751831,0.041545728
2014-04-01,0.066706898,0.069745512
2014-05-01,0.069510406,0.15793247300000002
2014-06-01,0.066504811,0.10725644599999999
2014-07-01,0.08943469,-0.037497193
2014-08-01,0.089309675,-0.07418512599999999
2014-09-01,0.08953469,-0.039959953
2014-10-01,-0.155762209,0.007706119
2014-11-01,-0.15184037,0.09611030300000001
2014-12-01,-0.154862209,0.19790127100000002
2015-01-01,-0.12918653300000002,-0.003329878
2015-02-01,-0.137703214,0.11212323199999999
2015-03-01,-0.135088937,0.09532573
2015-04-01,-0.180172815,0.078686998
2015-05-01,-0.185833358,0.088089761
2015-06-01,-0.18946803199999998,0.08132877599999999
2015-07-01,-0.188051263,0.077470589
2015-08-01,-0.186551263,-0.023743063999999998
2015-09-01,-0.194653703,0.043228774000000005
2015-10-01,-0.187583666,0.042430217
2015-11-01,-0.192523771,0.035348288
2015-12-01,-0.19535370300000002,0.024289937999999997
2016-01-01,-0.024494066000000002,0.010548897
2016-02-01,-0.020197362,-0.010311751
2016-03-01,-0.024883527000000003,0.01428607
2016-04-01,0.002491825,0.047470122000000003
2016-05-01,0.004939775,-0.011207595
2016-06-01,0.009093107,0.020677253
2016-07-01,0.086649336,0.038251203
2016-08-01,0.087361409,0.002268683
2016-09-01,0.087974914,0.003141519
2016-10-01,0.25962311,-0.017865854
2016-11-01,0.24386091199999999,-0.011597959
2016-12-01,0.24036091199999998,0.035761762999999995
2017-01-01,0.243941795,0.033844542000000005
2017-02-01,0.247029113,0.035222277
2017-03-01,0.233036783,0.045463145
2017-04-01,0.135006087,0.04787276099999999
2017-05-01,0.13363411,0.041999854
2017-06-01,0.13473411,0.079927736
2017-07-01,0.10362503,0.072129901
2017-08-01,0.098049216,0.07739669
2017-09-01,0.100815179,0.065094931
2017-10-01,0.087263975,0.073741
2017-11-01,0.082089853,0.09168293699999999
2017-12-01,0.084224038,0.10443671
2018-01-01,0.19695365,0.06917113700000001
2018-02-01,0.188394444,0.09840102099999999
2018-03-01,0.19003191,0.114172434
2018-04-01,0.24252911300000002,0.105366404
2018-05-01,0.235460912,0.08389184300000001
2018-06-01,0.233186454,0.064704118
2018-07-01,0.261904443,-0.03266361
2018-08-01,0.255852035,0.13031056
2018-09-01,0.250229813,-0.010833661999999999
2018-10-01,0.032715939,0.08695190900000001
2018-11-01,0.031746181,0.134099616
2018-12-01,0.033377812,0.125925882
2019-01-01,0.030781024,0.10540385699999999
2019-02-01,0.038687087,0.103276335
2019-03-01,0.037246181,0.108426964
2019-04-01,-0.001034232,0.092736275
2019-05-01,0.002721794,0.116831485
2019-06-01,0.003565768,0.106920518
2019-07-01,-0.086895885,0.102388147
2019-08-01,-0.082595885,0.107410193
2019-09-01,-0.087793397,-0.075564885
2019-10-01,0.20133191,-0.09963121300000001
2019-11-01,0.191730407,-0.092237977
2019-12-01,0.191230407,0.10556343300000001
2020-01-01,-0.511683766,0.09701453
2020-02-01,-0.529885906,0.108045622
2020-03-01,-0.5459752379999999,-0.038808156
2020-04-01,-0.46075407,-0.879501742
2020-05-01,-0.474473969,-0.63683839
2020-06-01,-0.49686740700000004,-0.375048658
2020-07-01,-0.047400859000000004,0.47161202399999996
2020-08-01,-0.04307224900000001,0.540547847
2020-09-01,-0.050307511,0.016801151
2020-10-01,-0.161491574,0.047793021
2020-11-01,-0.163320902,0.01058695
2020-12-01,-0.170072815,0.038190291
2021-01-01,-0.00959934,-0.013785633
2021-02-01,-0.014997362,0.010293088
2021-03-01,-0.013697358,0.009997816
