,EPS_10YR,Ensemble_pred
2012-10-01,-0.013894054,0.694962066
2012-11-01,-0.0165,0.6568397342
2012-12-01,-0.01599934,-0.045603908799999995
2013-01-01,0.040045235,1.2522611087999997
2013-02-01,0.035556752000000004,1.0761880471999998
2013-03-01,0.037018197,0.5751254038
2013-04-01,0.13903411,-0.17097106099999998
2013-05-01,0.134594624,0.149703109
2013-06-01,0.132263623,-0.004577256999999987
2013-07-01,0.136330974,0.045446343400000005
2013-08-01,0.134730974,0.070235175
2013-09-01,0.124427113,0.060905788
2013-10-01,0.25102311,0.05079775100000002
2013-11-01,0.24702288100000003,0.04931699
2013-12-01,0.236260912,0.12383293140000001
2014-01-01,-0.004334232,0.1271240162
2014-02-01,-0.0028342320000000003,0.1775972678
2014-03-01,0.000752,0.1730706354
2014-04-01,0.066706898,0.18436961880000002
2014-05-01,0.069510406,0.24931185039999998
2014-06-01,0.066504811,0.3308474254
2014-07-01,0.08943469,0.23521784680000002
2014-08-01,0.089309675,0.1606945986
2014-09-01,0.08953469,0.0237706408
2014-10-01,-0.155762209,-0.0933487042
2014-11-01,-0.15184037,-0.12847212039999997
2014-12-01,-0.154862209,0.011368798599999999
2015-01-01,-0.12918653300000002,0.6843659932
2015-02-01,-0.137703214,-0.0758553466
2015-03-01,-0.135088937,-0.132191338
2015-04-01,-0.180172815,0.023448570999999998
2015-05-01,-0.185833358,-0.023467487800000013
2015-06-01,-0.18946803199999998,-0.07416431340000001
2015-07-01,-0.188051263,-0.2298490036
2015-08-01,-0.186551263,-0.148809353
2015-09-01,-0.194653703,-0.1990719308
2015-10-01,-0.187583666,-0.2515114
2015-11-01,-0.192523771,-0.2550378054
2015-12-01,-0.19535370300000002,-0.27826396400000003
2016-01-01,-0.024494066000000002,-0.0762332922
2016-02-01,-0.020197362,0.02141530699999998
2016-03-01,-0.024883527000000003,-0.03570451
2016-04-01,0.002491825,-0.021208085399999993
2016-05-01,0.004939775,-0.004788223000000001
2016-06-01,0.009093107,0.0163791814
2016-07-01,0.086649336,0.026598221999999998
2016-08-01,0.087361409,0.061391977199999996
2016-09-01,0.087974914,0.0346893038
2016-10-01,0.25962311,0.010242828200000002
2016-11-01,0.24386091199999999,0.0293950358
2016-12-01,0.24036091199999998,0.0180586862
2017-01-01,0.243941795,0.0418734972
2017-02-01,0.247029113,0.035996461800000004
2017-03-01,0.233036783,0.06967675820000001
2017-04-01,0.135006087,0.06760811259999999
2017-05-01,0.13363411,0.0604666846
2017-06-01,0.13473411,0.0541259574
2017-07-01,0.10362503,0.07615356000000001
2017-08-01,0.098049216,-0.130641019
2017-09-01,0.100815179,0.033910143399999995
2017-10-01,0.087263975,0.1175031282
2017-11-01,0.082089853,-0.20210932999999998
2017-12-01,0.084224038,0.1563253924
2018-01-01,0.19695365,-0.022859649199999995
2018-02-01,0.188394444,-0.062161608199999996
2018-03-01,0.19003191,0.060524088799999994
2018-04-01,0.24252911300000002,-0.1691454624
2018-05-01,0.235460912,-0.007922473999999995
2018-06-01,0.233186454,0.02155601
2018-07-01,0.261904443,0.10250571979999999
2018-08-01,0.255852035,-0.1316556752
2018-09-01,0.250229813,0.157860315
2018-10-01,0.032715939,0.06700601860000001
2018-11-01,0.031746181,0.00450660360000002
2018-12-01,0.033377812,0.16263010960000002
2019-01-01,0.030781024,0.050189649600000004
2019-02-01,0.038687087,0.0454073688
2019-03-01,0.037246181,0.062160850000000004
2019-04-01,-0.001034232,0.0745355586
2019-05-01,0.002721794,0.04577744539999999
2019-06-01,0.003565768,0.08313124799999999
2019-07-01,-0.086895885,0.0728870534
2019-08-01,-0.082595885,-0.0153766056
2019-09-01,-0.087793397,0.045111371199999986
2019-10-01,0.20133191,0.27962308919999995
2019-11-01,0.191730407,0.29870125959999994
2019-12-01,0.191230407,0.21388590499999996
2020-01-01,-0.511683766,0.2123067474
2020-02-01,-0.529885906,0.1027566468
2020-03-01,-0.5459752379999999,-0.0229079918
2020-04-01,-0.46075407,0.1537948246
2020-05-01,-0.474473969,0.318796956
2020-06-01,-0.49686740700000004,0.171956041
2020-07-01,-0.047400859000000004,0.1167082326
2020-08-01,-0.04307224900000001,0.17825659500000002
2020-09-01,-0.050307511,0.033481015
2020-10-01,-0.161491574,-0.02304819
2020-11-01,-0.163320902,0.0211098222
2020-12-01,-0.170072815,0.0660582314
2021-01-01,-0.00959934,0.018812154799999998
2021-02-01,-0.014997362,0.04950765939999999
2021-03-01,-0.013697358,0.06662305019999999
