ds,EPS_10YR,Ensemble_pred
2012-03-01,0.055290211,-0.064228412
2012-04-01,-0.052423164,-0.015677527
2012-05-01,-0.042910968,-0.029535662
2012-06-01,-0.041110968,0.005610820999999999
2012-07-01,-0.080468393,-0.001993479
2012-08-01,-0.081968393,-0.017178449
2012-09-01,-0.080109665,-0.053223665
2012-10-01,-0.013894054,-0.059526697
2012-11-01,-0.0165,-0.060043757999999996
2012-12-01,-0.01599934,-0.041551204
2013-01-01,0.040045235,-0.118807635
2013-02-01,0.035556752000000004,-0.08482680699999999
2013-03-01,0.037018197,-0.02943639
2013-04-01,0.13903411,-0.028999677999999997
2013-05-01,0.134594624,0.028902876
2013-06-01,0.132263623,0.015466862
2013-07-01,0.136330974,0.104610762
2013-08-01,0.134730974,0.128916143
2013-09-01,0.124427113,0.121844367
2013-10-01,0.25102311,0.127976053
2013-11-01,0.24702288100000003,0.10144348
2013-12-01,0.236260912,0.03604798
2014-01-01,-0.004334232,0.11248764
2014-02-01,-0.0028342320000000003,0.070339413
2014-03-01,0.000751831,0.072928895
2014-04-01,0.066706898,0.144854905
2014-05-01,0.069510406,0.11488670699999999
2014-06-01,0.066504811,-0.174011479
2014-07-01,0.08943469,-0.041605319
2014-08-01,0.089309675,-0.009110677
2014-09-01,0.08953469,0.083611378
2014-10-01,-0.155762209,0.08265470400000001
2014-11-01,-0.15184037,0.03238022
2014-12-01,-0.154862209,0.10875417400000001
2015-01-01,-0.12918653300000002,0.090118511
2015-02-01,-0.137703214,0.091414241
2015-03-01,-0.135088937,0.09596714699999999
2015-04-01,-0.180172815,0.069144421
2015-05-01,-0.185833358,0.075106359
2015-06-01,-0.18946803199999998,0.087189919
2015-07-01,-0.188051263,0.086552924
2015-08-01,-0.186551263,0.038066489
2015-09-01,-0.194653703,0.045135642999999996
2015-10-01,-0.187583666,0.037108591
2015-11-01,-0.192523771,-0.000540236
2015-12-01,-0.19535370300000002,0.013389864
2016-01-01,-0.024494066000000002,0.011131799
2016-02-01,-0.020197362,-0.041063358
2016-03-01,-0.024883527000000003,0.029047491
2016-04-01,0.002491825,0.039507672
2016-05-01,0.004939775,0.035677384
2016-06-01,0.009093107,0.019957258999999998
2016-07-01,0.086649336,0.011633197
2016-08-01,0.087361409,-0.032172562
2016-09-01,0.087974914,-0.020052503
2016-10-01,0.25962311,-0.010878186000000001
2016-11-01,0.24386091199999999,0.035290838
2016-12-01,0.24036091199999998,0.036109737
2017-01-01,0.243941795,0.034409237
2017-02-01,0.247029113,0.038679239
2017-03-01,0.233036783,0.043871635
2017-04-01,0.135006087,0.040548431
2017-05-01,0.13363411,0.076975081
2017-06-01,0.13473411,0.08591037300000001
2017-07-01,0.10362503,0.087074316
2017-08-01,0.098049216,0.060727359
2017-09-01,0.100815179,0.048600927
2017-10-01,0.087263975,0.054556205
2017-11-01,0.082089853,0.07157593
2017-12-01,0.084224038,0.075258222
2018-01-01,0.19695365,0.07490993
2018-02-01,0.188394444,0.093946659
2018-03-01,0.19003191,0.095764747
2018-04-01,0.24252911300000002,0.104013682
2018-05-01,0.235460912,0.063046817
2018-06-01,0.233186454,0.12435635099999999
2018-07-01,0.261904443,0.08281434900000001
2018-08-01,0.255852035,0.076670325
2018-09-01,0.250229813,0.13858172400000002
2018-10-01,0.032715939,0.128999348
2018-11-01,0.031746181,0.10297695300000001
2018-12-01,0.033377812,0.108990247
2019-01-01,0.030781024,0.086122663
2019-02-01,0.038687087,0.11836046900000001
2019-03-01,0.037246181,0.08309876599999999
2019-04-01,-0.001034232,0.10341830099999999
2019-05-01,0.002721794,0.10363322400000001
2019-06-01,0.003565768,0.113377033
2019-07-01,-0.086895885,0.10880037
2019-08-01,-0.082595885,-0.073318503
2019-09-01,-0.087793397,-0.056357385
2019-10-01,0.20133191,-0.082149704
2019-11-01,0.191730407,0.105254821
2019-12-01,0.191230407,0.096147253
2020-01-01,-0.511683766,0.08902611199999999
2020-02-01,-0.529885906,-0.06198842
2020-03-01,-0.5459752379999999,-0.718025331
2020-04-01,-0.46075407,-0.6481174160000001
2020-05-01,-0.474473969,-0.572528487
2020-06-01,-0.49686740700000004,0.538990713
2020-07-01,-0.047400859000000004,0.283060268
2020-08-01,-0.04307224900000001,0.039521153999999996
2020-09-01,-0.050307511,0.047624618
2020-10-01,-0.161491574,0.023468856
2020-11-01,-0.163320902,0.04090579
2020-12-01,-0.170072815,0.032428987
2021-01-01,-0.00959934,0.014515045
2021-02-01,-0.014997362,0.001833733
2021-03-01,-0.013697358,0.001987912
