,EPS_10YR,Ensemble_pred
2012-09-01,-0.080109665,-0.026507320799999994
2012-10-01,-0.013894054,0.2847352931
2012-11-01,-0.0165,0.3282098575
2012-12-01,-0.01599934,1.3740167773
2013-01-01,0.040045235,2.0230594231
2013-02-01,0.035556752000000004,2.0007020122999997
2013-03-01,0.037018197,0.5630729192999999
2013-04-01,0.13903411,0.46822982569999994
2013-05-01,0.134594624,-0.5614914871000001
2013-06-01,0.132263623,0.0488485595
2013-07-01,0.136330974,0.2337889669
2013-08-01,0.134730974,-0.1108272051
2013-09-01,0.124427113,-0.042117392999999996
2013-10-01,0.25102311,-0.0923386414
2013-11-01,0.24702288100000003,0.0004678543000000007
2013-12-01,0.236260912,0.04544010290000001
2014-01-01,-0.004334232,0.1252152741
2014-02-01,-0.0028342320000000003,0.13067497520000002
2014-03-01,0.000752,0.1516636295
2014-04-01,0.066706898,0.3362441545
2014-05-01,0.069510406,0.1779218131
2014-06-01,0.066504811,0.2425817084
2014-07-01,0.08943469,0.0439063
2014-08-01,0.089309675,-0.020073690899999996
2014-09-01,0.08953469,0.0781008245
2014-11-01,-0.15184037,-0.0372927453
2014-12-01,-0.154862209,-0.055357651300000005
2015-01-01,-0.12918653300000002,-0.026513322700000008
2015-02-01,-0.137703214,-0.22643174459999998
2015-03-01,-0.135088937,-0.023298981500000007
2015-04-01,-0.180172815,0.01811415109999999
2015-05-01,-0.185833358,0.004996938599999987
2015-06-01,-0.18946803199999998,-0.15275093830000003
2015-07-01,-0.188051263,-0.08406772070000001
2015-08-01,-0.186551263,-0.06591569560000002
2015-09-01,-0.194653703,-0.08597179020000001
2015-10-01,-0.187583666,-0.2076302428
2015-11-01,-0.192523771,0.0024076413999999935
2015-12-01,-0.19535370300000002,0.0164475994
2016-01-01,-0.024494066000000002,0.0004400356999999938
2016-02-01,-0.020197362,-0.014945089700000011
2016-03-01,-0.024883527000000003,-0.04892396210000001
2016-04-01,0.002491825,-0.012984746400000004
2016-05-01,0.004939775,-0.020746244100000012
2016-06-01,0.009093107,-0.023455259400000004
2016-07-01,0.086649336,-0.0118303667
2016-08-01,0.087361409,0.09989237120000001
2016-09-01,0.087974914,0.09076456260000001
2016-10-01,0.25962311,0.08576669200000002
2016-11-01,0.24386091199999999,0.0912353966
2016-12-01,0.24036091199999998,0.09720068740000001
2017-01-01,0.243941795,0.13281266590000002
2017-02-01,0.247029113,0.12089505590000002
2017-03-01,0.233036783,0.11757724430000002
2017-04-01,0.135006087,0.104037942
2017-05-01,0.13363411,0.08271447500000001
2017-06-01,0.13473411,0.08932206490000003
2017-07-01,0.10362503,-0.03234820749999996
2017-08-01,0.098049216,0.14893069750000001
2017-09-01,0.100815179,0.1040669366
2017-10-01,0.087263975,-0.16665866839999996
2017-11-01,0.082089853,0.1051636853
2017-12-01,0.084224038,0.094184853
2018-01-01,0.19695365,0.1083720255
2018-02-01,0.188394444,-0.050204384399999996
2018-03-01,0.19003191,0.10444888949999999
2018-04-01,0.24252911300000002,0.1019665049
2018-05-01,0.235460912,0.0628102016
2018-06-01,0.233186454,0.12391617190000001
2018-07-01,0.261904443,-0.10723623669999999
2018-08-01,0.255852035,0.1403284644
2018-09-01,0.250229813,-0.1127731904
2018-10-01,0.032715939,-0.038708195399999985
2018-11-01,0.031746181,0.22720323690000002
2018-12-01,0.033377812,0.18825566609999997
2019-01-01,0.030781024,-0.05007723879999999
2019-02-01,0.038687087,0.0901211516
2019-03-01,0.037246181,0.12001287289999998
2019-04-01,-0.001034232,-0.0793877394
2019-05-01,0.002721794,0.10597582409999999
2019-06-01,0.003565768,0.046105918999999995
2019-07-01,-0.086895885,-0.08750745139999999
2019-08-01,-0.082595885,0.1104892428
2019-09-01,-0.087793397,0.2726557768
2019-10-01,0.20133191,0.32652207479999995
2019-11-01,0.191730407,0.34297328629999996
2019-12-01,0.191230407,0.18397080400000002
2020-01-01,-0.511683766,0.07147852589999999
2020-02-01,-0.529885906,0.08478514739999995
2020-03-01,-0.5459752379999999,0.2398023325
2020-04-01,-0.46075407,0.02825443549999998
2020-05-01,-0.474473969,0.02664650249999996
2020-06-01,-0.49686740700000004,0.0012574816999999933
2020-07-01,-0.047400859000000004,0.0752902526
2020-08-01,-0.04307224900000001,-0.05826098140000001
2020-09-01,-0.050307511,-0.0587346504
2020-10-01,-0.161491574,-0.030751656199999998
2020-11-01,-0.163320902,0.005990232199999994
2020-12-01,-0.170072815,0.041808106799999994
2021-01-01,-0.00959934,0.012618027599999991
2021-02-01,-0.014997362,0.032570633599999996
2021-03-01,-0.013697358,0.01889033169999999
