date,EPS_10YR,Ensemble_pred
2010-03-01,0.44486933799999995,0.33233755
2010-04-01,0.45167864,0.294160551
2010-05-01,0.43364677799999996,0.222443943
2010-06-01,0.41887764,0.44020286700000005
2010-07-01,0.299127996,0.338390624
2010-08-01,0.28981989,0.45876215299999995
2010-09-01,0.284155735,0.408758137
2010-10-01,0.321064173,0.19766911
2010-11-01,0.311004308,0.303297147
2010-12-01,0.305704308,0.220544532
2011-01-01,0.19463783,0.311666032
2011-02-01,0.17832417600000003,0.219842275
2011-03-01,0.19009735,0.24014859300000002
2011-04-01,0.09222503,0.197918078
2011-05-01,0.10453245,0.15922708
2011-06-01,0.098164561,0.188141284
2011-07-01,0.128006087,0.09156909
2011-08-01,0.13775451800000002,0.103640224
2011-09-01,0.12863348800000002,0.075270598
2011-10-01,-0.019097358000000002,0.12842024800000001
2011-11-01,-0.01889934,0.086373539
2011-12-01,-0.024589454,0.150315389
2012-01-01,0.054724168,0.139377424
2012-02-01,0.056006488,0.09931301699999999
2012-03-01,0.055290211,0.095533376
2012-04-01,-0.052423164,0.144158827
2012-05-01,-0.042910968,0.145525068
2012-06-01,-0.041110968,0.11942405699999999
2012-07-01,-0.080468393,0.146112921
2012-08-01,-0.081968393,-0.007282325
2012-09-01,-0.080109665,0.01624399
2012-10-01,-0.013894054,0.018812846
2012-11-01,-0.0165,0.029373516000000002
2012-12-01,-0.01599934,0.032280376
2013-01-01,0.040045235,0.050212328
2013-02-01,0.035556752000000004,0.04868733
2013-03-01,0.037018197,0.005995998000000001
2013-04-01,0.13903411,0.027811046000000002
2013-05-01,0.134594624,0.120659534
2013-06-01,0.132263623,0.10451256800000001
2013-07-01,0.136330974,0.070550135
2013-08-01,0.134730974,0.070290918
2013-09-01,0.124427113,0.185847928
2013-10-01,0.25102311,0.203664318
2013-11-01,0.24702288100000003,0.200264529
2013-12-01,0.236260912,0.21538473
2014-01-01,-0.004334232,0.15360421300000002
2014-02-01,-0.0028342320000000003,0.134094026
2014-03-01,0.000752,0.175403416
2014-04-01,0.066706898,0.16757002199999999
2014-05-01,0.069510406,0.14096373
2014-06-01,0.066504811,0.12419059699999999
2014-07-01,0.08943469,0.038707048
2014-08-01,0.089309675,-0.000609585
2014-09-01,0.08953469,-0.019444882
2014-10-01,-0.155762209,0.11850657699999999
2014-11-01,-0.15184037,0.108661445
2014-12-01,-0.154862209,0.092354312
2015-01-01,-0.12918653300000002,0.154981314
2015-02-01,-0.137703214,0.09243396599999999
2015-03-01,-0.135088937,0.092945913
2015-04-01,-0.180172815,0.092391537
2015-05-01,-0.185833358,0.10032864300000001
2015-06-01,-0.18946803199999998,0.064436943
2015-07-01,-0.188051263,0.07532733
2015-08-01,-0.186551263,0.031796253999999996
2015-09-01,-0.194653703,-0.029137321
2015-10-01,-0.187583666,-0.044115077999999995
2015-11-01,-0.192523771,-0.174367402
2015-12-01,-0.19535370300000002,-0.134560748
2016-01-01,-0.024494066000000002,-0.043674492
2016-02-01,-0.020197362,-0.013000112
2016-03-01,-0.024883527000000003,-0.005853063
2016-04-01,0.002491825,0.05616814
2016-05-01,0.004939775,0.12059369
2016-06-01,0.009093107,0.000481621
2016-07-01,0.086649336,0.013175908
2016-08-01,0.087361409,0.09923947400000001
2016-09-01,0.087974914,0.100931732
2016-10-01,0.25962311,0.08568861300000001
2016-11-01,0.24386091199999999,0.09649010599999999
2016-12-01,0.24036091199999998,0.335262151
2017-01-01,0.243941795,0.391693933
2017-02-01,0.247029113,0.355469645
2017-03-01,0.233036783,0.264930497
2017-04-01,0.135006087,0.340177895
2017-05-01,0.13363411,0.32124928
2017-06-01,0.13473411,0.36605903
2017-07-01,0.10362503,0.36894858
2017-08-01,0.098049216,0.336279011
2017-09-01,0.100815179,0.34264885700000003
2017-10-01,0.087263975,0.27505377
2017-11-01,0.082089853,0.236381977
2017-12-01,0.084224038,0.195854215
2018-01-01,0.19695365,0.11068453199999999
2018-02-01,0.188394444,0.05473966
2018-03-01,0.19003191,0.040886137
2018-04-01,0.24252911300000002,0.045765880999999994
2018-05-01,0.235460912,0.041548032
2018-06-01,0.233186454,0.000292015
2018-07-01,0.261904443,0.051261333
2018-08-01,0.255852035,-0.025458792
2018-09-01,0.250229813,-0.11694403800000001
2018-10-01,0.032715939,-0.075782155
2018-11-01,0.031746181,-0.09116791099999999
2018-12-01,0.033377812,-0.125368335
2019-01-01,0.030781024,-0.091615689
2019-02-01,0.038687087,0.084252294
2019-03-01,0.037246181,0.09442387099999999
2019-04-01,-0.001034232,0.11108954800000001
2019-05-01,0.002721794,0.112302641
2019-06-01,0.003565768,0.093430731
2019-07-01,-0.086895885,0.11131218699999999
2019-08-01,-0.082595885,0.121066552
2019-09-01,-0.087793397,0.107868047
2019-10-01,0.20133191,0.10307613
2019-11-01,0.191730407,0.120551296
2019-12-01,0.191230407,0.098551418
2020-01-01,-0.511683766,0.07778379099999999
2020-02-01,-0.529885906,0.09907076
2020-03-01,-0.5459752379999999,-0.38509732399999996
2020-04-01,-0.46075407,-0.368312277
2020-05-01,-0.474473969,-0.306268505
2020-06-01,-0.49686740700000004,-0.328260667
2020-07-01,-0.047400859000000004,-0.354978675
2020-08-01,-0.04307224900000001,-0.308122561
2020-09-01,-0.050307511,-0.310144505
2020-10-01,-0.161491574,-0.328917262
2020-11-01,-0.163320902,-0.32816855699999997
2020-12-01,-0.170072815,-0.279588002
2021-01-01,-0.00959934,-0.212504092
2021-02-01,-0.014997362,-0.112695852
2021-03-01,-0.013697358,0.025120721000000002
