ds,EPS_10YR,Ensemble_pred
2012-05-01,-0.042910968,-0.078200715
2012-06-01,-0.041110968,-0.092060171
2012-07-01,-0.080468393,-0.061720686
2012-08-01,-0.081968393,0.120476037
2012-09-01,-0.080109665,0.165340716
2012-10-01,-0.013894054,0.101196933
2012-11-01,-0.0165,0.029085867
2012-12-01,-0.01599934,0.015744499999999998
2013-01-01,0.040045235,-0.050210082
2013-02-01,0.035556752000000004,-0.014572803
2013-03-01,0.037018197,-0.063254984
2013-04-01,0.13903411,-0.08229634
2013-05-01,0.134594624,-0.050671123
2013-06-01,0.132263623,-0.054987228
2013-07-01,0.136330974,0.011344102
2013-08-01,0.134730974,0.009766381999999999
2013-09-01,0.124427113,0.150076674
2013-10-01,0.25102311,0.068495305
2013-11-01,0.24702288100000003,0.101196461
2013-12-01,0.236260912,0.13664543099999998
2014-01-01,-0.004334232,-0.082088672
2014-02-01,-0.0028342320000000003,-0.023362202000000002
2014-03-01,0.000751831,-0.000139778
2014-04-01,0.066706898,-0.008319153000000001
2014-05-01,0.069510406,-0.009846955
2014-06-01,0.066504811,-0.017139519
2014-07-01,0.08943469,0.09931028199999999
2014-08-01,0.089309675,-0.012017201000000002
2014-09-01,0.08953469,0.023961781
2014-10-01,-0.155762209,-0.017853266
2014-11-01,-0.15184037,0.039048847000000005
2014-12-01,-0.154862209,0.084458638
2015-01-01,-0.12918653300000002,-0.117616519
2015-02-01,-0.137703214,-0.043276370999999994
2015-03-01,-0.135088937,0.002030264
2015-04-01,-0.180172815,0.242569741
2015-05-01,-0.185833358,0.028395437000000003
2015-06-01,-0.18946803199999998,0.089518541
2015-07-01,-0.188051263,0.053545592
2015-08-01,-0.186551263,0.040383697999999996
2015-09-01,-0.194653703,0.040947282
2015-10-01,-0.187583666,0.087361088
2015-11-01,-0.192523771,0.100961699
2015-12-01,-0.19535370300000002,0.068571942
2016-01-01,-0.024494066000000002,-0.018355078
2016-02-01,-0.020197362,-0.046305303
2016-03-01,-0.024883527000000003,-0.04228507
2016-04-01,0.002491825,-0.010183107
2016-05-01,0.004939775,0.004762419
2016-06-01,0.009093107,0.010526312
2016-07-01,0.086649336,0.000797764
2016-08-01,0.087361409,0.00042789300000000005
2016-09-01,0.087974914,-0.00092314
2016-10-01,0.25962311,-0.004800691
2016-11-01,0.24386091199999999,-0.007433751
2016-12-01,0.24036091199999998,-0.018210964
2017-01-01,0.243941795,0.007255022
2017-02-01,0.247029113,0.058358098
2017-03-01,0.233036783,0.061969649
2017-04-01,0.135006087,0.06674411400000001
2017-05-01,0.13363411,0.071795249
2017-06-01,0.13473411,0.067217579
2017-07-01,0.10362503,0.032981471
2017-08-01,0.098049216,-0.000185202
2017-09-01,0.100815179,0.016469324
2017-10-01,0.087263975,0.000792788
2017-11-01,0.082089853,0.022808903999999998
2017-12-01,0.084224038,-0.002255514
2018-01-01,0.19695365,-0.001008662
2018-02-01,0.188394444,0.012944101999999999
2018-03-01,0.19003191,0.008537572
2018-04-01,0.24252911300000002,0.06984779599999999
2018-05-01,0.235460912,0.06760336900000001
2018-06-01,0.233186454,0.009055559
2018-07-01,0.261904443,0.094768475
2018-08-01,0.255852035,0.093458776
2018-09-01,0.250229813,0.095746055
2018-10-01,0.032715939,0.10959099
2018-11-01,0.031746181,0.110404772
2018-12-01,0.033377812,0.108191063
2019-01-01,0.030781024,0.0025495870000000003
2019-02-01,0.038687087,-0.008412394
2019-03-01,0.037246181,0.025438
2019-04-01,-0.001034232,0.0028378540000000003
2019-05-01,0.002721794,-0.082601498
2019-06-01,0.003565768,0.049846445999999996
2019-07-01,-0.086895885,0.046666408
2019-08-01,-0.082595885,-0.013122946000000002
2019-09-01,-0.087793397,0.027602757999999998
2019-10-01,0.20133191,0.030102205
2019-11-01,0.191730407,0.113565739
2019-12-01,0.191230407,0.031891586
2020-01-01,-0.511683766,-0.007529701999999999
2020-02-01,-0.529885906,0.06178675
2020-03-01,-0.5459752379999999,0.046918449
2020-04-01,-0.46075407,0.032733719
2020-05-01,-0.474473969,0.23046052399999997
2020-06-01,-0.49686740700000004,-0.043970851
2020-07-01,-0.047400859000000004,-0.07049528299999999
2020-08-01,-0.04307224900000001,0.192413143
2020-09-01,-0.050307511,0.14066954
2020-10-01,-0.161491574,0.04017469
2020-11-01,-0.163320902,0.046819507
2020-12-01,-0.170072815,0.038587663
2021-01-01,-0.00959934,0.032532882
2021-02-01,-0.014997362,0.027428139
2021-03-01,-0.013697358,0.027713225
