Date,predicted_probability
2006-01-31,0.3958776242777293
2006-02-28,0.554285809732547
2006-03-31,0.22179268511849135
2006-05-31,0.19427572138136717
2006-06-30,0.22728093167723368
2006-07-31,0.5225559504654612
2006-08-31,0.724788051862171
2006-10-31,0.8649961484275197
2006-11-30,0.9238559815358605
2007-01-31,0.7103734322503628
2007-02-28,0.9169145737463804
2007-04-30,0.7330742135200754
2007-05-31,0.23366036992736816
2007-07-31,0.5771787736565823
2007-08-31,0.17465795384269328
2007-10-31,0.16405978350649875
2007-11-30,0.15982776078696456
2007-12-31,0.188130893766902
2008-01-31,0.14343367349872418
2008-02-29,0.4217719250616156
2008-03-31,0.15361471278949662
2008-04-30,0.13616754514284451
2008-06-30,0.1405159831619831
2008-07-31,0.13930774822207426
2008-09-30,0.12310664747804985
2008-10-31,0.17876266483033534
2008-12-31,0.139535158492572
2009-03-31,0.13222125462391765
2009-04-30,0.1372569910541894
2009-06-30,0.12893932429721122
2009-07-31,0.12610990268798408
2009-08-31,0.1309919553214279
2009-09-30,0.13304902635200713
2009-11-30,0.13454812438116098
2009-12-31,0.12428514928929847
2010-03-31,0.12509346591145185
2010-04-30,0.12602511119850227
2010-06-30,0.13563705104490908
2010-08-31,0.1189442980856897
2010-09-30,0.11992675076850402
2010-11-30,0.13752143270154354
2010-12-31,0.13121095642108155
2011-01-31,0.12901037511002944
2011-02-28,0.12926183296902716
2011-03-31,0.1276480837061141
2011-05-31,0.137168477280581
2011-06-30,0.1357969555413135
2011-08-31,0.11377343614027442
2011-09-30,0.14476871284322113
2011-10-31,0.11012855799470367
2011-11-30,0.11563001622611475
2012-01-31,0.16819247721597083
2012-02-29,0.13403020151306533
2012-04-30,0.13963363196388767
2012-05-31,0.3365143245896706
2012-07-31,0.43400818746982284
2012-08-31,0.35886807752350747
2012-10-31,0.23518433842625774
2012-11-30,0.3033803823774847
2012-12-31,0.19877262490030886
2013-01-31,0.12890909917799648
2013-02-28,0.14925375131490526
2013-04-30,0.23983625947585227
2013-05-31,0.11306161472484053
2013-07-31,0.12291107115259875
2013-09-30,0.12827543125264784
2013-10-31,0.12342078846979045
2013-12-31,0.13643134447598707
2014-01-31,0.12783191774735364
2014-02-28,0.13042349531901543
2014-03-31,0.13314439972953843
2014-04-30,0.12524010260954876
2014-06-30,0.11880043845299414
2014-07-31,0.12616605742239723
2014-09-30,0.11859849061492994
2014-10-31,0.11093729579237438
2014-12-31,0.10924066547592041
2015-03-31,0.13747850249460858
2015-04-30,0.12205423038381186
2015-06-30,0.1079649862688788
2015-07-31,0.11178565691195469
2015-08-31,0.11032652204667995
2015-09-30,0.11829952984331342
2015-11-30,0.11517393529415833
2015-12-31,0.11905310986905447
2016-02-29,0.27776987305852313
2016-03-31,0.22691006712755685
2016-05-31,0.19745153138185764
2016-06-30,0.5274086100719053
2016-08-31,0.44708762667525714
2016-09-30,0.40217573461963196
2016-10-31,0.2053875269746685
2016-11-30,0.10881419342530378
2017-01-31,0.11889697533986485
2017-02-28,0.11202964264166733
2017-03-31,0.12164312424254889
2017-05-31,0.17669887766907014
2017-06-30,0.16313910901082015
2017-07-31,0.17464607421001635
2017-08-31,0.25164284454455327
2017-10-31,0.15145046708326457
2017-11-30,0.17421028089042417
2018-01-31,0.1314316238919475
2018-02-28,0.1268483103259205
2018-04-30,0.15716779071752732
2018-05-31,0.1695771060208373
2018-07-31,0.15539007071458802
2018-08-31,0.23553019630096453
2018-10-31,0.2192147796477566
2018-11-30,0.25655365555897724
2018-12-31,0.7153579209738951
2019-01-31,0.7429486157177206
2019-02-28,0.6387885480584795
2019-04-30,0.8531670895406472
2019-05-31,0.9660883330295672
2019-07-31,0.9542038813208951
2019-09-30,0.9767675217594163
2019-10-31,0.9522552090137
2019-12-31,0.8331962698755039
2020-01-31,0.972964817010298
2020-03-31,0.9741733697218528
2020-04-30,0.9295041136499677
2020-06-30,0.9755010089310112
2020-07-31,0.9820308346330114
2020-08-31,0.9694415823266697
2020-09-30,0.9761971453806058
2020-11-30,0.9621076978296539
2020-12-31,0.9472781603173206
2021-03-31,0.20536044502690018
2021-04-30,0.27223325163421974
2021-06-30,0.5
2021-08-31,0.6757984071447487
