date,EPS_10YR,EPS_10YR_pred
2017-03,0.23303678260898736,0.23810111806037199
2017-04,0.13500608683458473,0.23264396467618303
2017-05,0.1336341095993713,0.21669046110220253
2017-06,0.1347341095993713,0.20367479976373298
2017-07,0.10362503013196978,0.25548629159066427
2017-08,0.0980492162741773,0.24802194535440356
2017-09,0.10081517904724914,0.242582409063896
2017-10,0.0872639745607627,0.15688558048864154
2017-11,0.08208985279256628,0.12597241233846454
2017-12,0.0842240376448016,0.11634757070394347
2018-01,0.19695365033253334,0.0912083526653232
2018-02,0.1883944444439236,0.07122077889145012
2018-03,0.19003191003260755,0.05211556315670024
2018-04,0.2425291131522524,0.10136973046519436
2018-05,0.2354609122652323,0.0672873336749988
2018-06,0.2331864536512617,0.04320992338580776
2018-07,0.2619044430842771,0.0707993119981858
2018-08,0.255852035125343,0.059324278079405726
