date,EPS_10YR,EPS_10YR_pred
2015-09,-0.1946537034138855,-0.19374054702845958
2015-10,-0.1875836658117585,-0.1821995096183262
2015-11,-0.19252377071477686,-0.2079535188035882
2015-12,-0.1953537034138855,-0.2181421154851848
2016-01,-0.024494065935991984,-0.2018389913102348
2016-02,-0.020197361759208016,-0.27175983080475413
2016-03,-0.02488352746908659,-0.35149687356735015
2016-04,0.00249182500555745,-0.4282603025870927
2016-05,0.0049397754505438075,-0.4190328658172937
2016-06,0.009093107079234802,-0.439988572991957
2016-07,0.08664933571080792,-0.6654763041616449
2016-08,0.08736140860819402,-0.7880541682257198
2016-09,0.08797491382834431,-0.7977872200210917
2016-10,0.25962310975643904,-0.7055001488419582
2016-11,0.2438609122652323,-0.688603236290932
2016-12,0.2403609122652323,-0.6667521175826299
2017-01,0.2439417945625455,-0.27046835926977075
2017-02,0.2470291131522524,-0.24669870924934956
