date,EPS_10YR,EPS_10YR_pred
2009-09,0.4040135260070108,0.41406094407616945
2009-10,0.41082282799948466,0.4293532750773338
2009-11,0.41763212999195853,0.42270033821214936
2009-12,0.4244414319844324,0.33469056364612026
2010-01,0.43125073397690633,0.3979706997320472
2010-02,0.4380600359693802,0.348549175064735
2010-03,0.44486933796185407,0.2441646645115546
2010-04,0.45167863995432794,0.13142987034013748
2010-05,0.4336467782217908,0.10223291057080722
2010-06,0.4188776400774977,0.13350644960366817
2010-07,0.2991279957849162,0.16140791426773884
2010-08,0.2898198896890275,0.1869474805262148
2010-09,0.2841557352305064,0.1954890842789614
2010-10,0.3210641733662677,0.2221847090581715
2010-11,0.31100430841307763,0.19702979435804613
2010-12,0.3057043084130777,0.18129185787772312
2011-01,0.19463782957616954,0.2727566670172207
2011-02,0.17832417585058652,0.25042954663015776
