date,EPS_10YR,EPS_10YR_pred
2008-03,-0.3506409488784369,-0.33262306940465647
2008-04,-0.4937033403500333,-0.4071831989965688
2008-05,-0.5165836708069262,-0.4197318769187906
2008-06,-0.534440822669586,-0.4089772559944858
2008-07,-0.3895996455301042,-0.27463318934211406
2008-08,-0.3972439288118486,-0.2686804338092026
2008-09,-0.40712671950823537,-0.20131241155690338
2008-10,-0.9915859525465404,-0.22922287360289031
2008-11,-1.0191381964139008,-0.2204762222029249
2008-12,-1.022435223556074,-0.15923065946115758
2009-01,-0.9322374944644752,-0.06260406453655201
2009-02,-0.977199386033784,-0.04187180765588627
2009-03,-1.0089527104711182,-0.0314373813045324
2009-04,0.42326642515243,-0.009015045733139437
2009-05,0.4028593642527309,-0.017215271596048853
2009-06,0.3835856200295892,-0.05729871490857476
2009-07,0.39039492202206305,0.03169604890739829
2009-08,0.3972042240145369,0.07000849235113678
