date,EPS_10YR,EPS_10YR_pred
2006-09,0.1871470805821444,0.14604756808801578
2006-10,0.11070608683458473,0.1297223589612798
2006-11,0.11613097432586655,0.09341458479962865
2006-12,0.1055610877001308,0.05246136537550243
2007-01,0.03453915836471131,0.12899149277851396
2007-02,0.04011066191550552,0.12182914097341602
2007-03,0.03653915836471131,0.1173558903442054
2007-04,0.04041066191550551,0.049360847041398356
2007-05,0.041107072706795575,0.019173870528613902
2007-06,0.03760707270679558,-0.0021875474431566223
2007-07,-0.30927212107328045,0.008284965048404834
2007-08,-0.3123266899588147,0.02124074647779168
2007-09,-0.31981798648529824,0.01982260402945235
2007-10,-0.5224217648003029,0.044454666654301464
2007-11,-0.5375081110970885,0.033878387616179895
2007-12,-0.5577375825642493,0.023379781555376317
2008-01,-0.33752520146206744,0.07488240600186441
2008-02,-0.3435576390045623,0.07383698911772087
