date,EPS_10YR,EPS_10YR_pred
2011-03,0.19009735005332387,0.16628941773313546
2011-04,0.09222503013196978,0.1576700078880317
2011-05,0.10453245038182374,0.15551211555857924
2011-06,0.09816456143923527,0.14960736459901947
2011-07,0.12800608683458473,0.20838601839112794
2011-08,0.1377545177229981,0.20914595624898055
2011-09,0.12863348840566907,0.1964655642708263
2011-10,-0.01909735823920792,0.11831428602784694
2011-11,-0.01889933977995061,0.10749680311362926
2011-12,-0.02458945406733555,0.09596997969577192
2012-01,0.054724167721924837,0.06490206129431006
2012-02,0.056006487926186836,0.05404886246081467
2012-03,0.05529021089716718,0.04119130309873262
2012-04,-0.05242316406695705,0.14508921685138612
2012-05,-0.04291096782545732,0.1316280617740978
2012-06,-0.041110967825457326,0.12228826728337142
2012-07,-0.08046839304588352,0.17720792780807793
2012-08,-0.0819683930458835,0.18511144733329143
