date,EPS_10YR,EPS_10YR_pred
2014-03,0.0007518306432420241,0.0006382164520552028
2014-04,0.06670689767098383,-0.018519259991004587
2014-05,0.06951040640829373,-0.02126939939363162
2014-06,0.06650481134273914,-0.0477592020197158
2014-07,0.08943469003274415,-0.020246133903262478
2014-08,0.08930967495666753,-0.040910079849689286
2014-09,0.08953469003274415,-0.017714688715192613
2014-10,-0.15576220881115851,-0.01523129162866885
2014-11,-0.15184036981156535,-0.015402191909413346
2014-12,-0.15486220881115853,-0.04114925125347035
2015-01,-0.12918653310902026,0.03355858813254488
2015-02,-0.13770321448023742,0.034768254223219386
2015-03,-0.1350889374977398,0.01963418340175567
2015-04,-0.18017281516301067,0.14497662788300708
2015-05,-0.1858333576683849,0.1559414225977739
2015-06,-0.18946803165912304,0.14736895681289572
2015-07,-0.18805126266221608,0.21634274185851063
2015-08,-0.18655126266221608,0.2524888300841709
