date,EPS_10YR,EPS_10YR_pred
2018-09,0.2502298131005152,0.24277533290508416
2018-10,0.032715938714558884,0.23336915098589453
2018-11,0.031746180846381145,0.21680803586239888
2018-12,0.03337781186449827,0.19996842058258726
2019-01,0.030781024430621157,0.2566563946887676
2019-02,0.03868708685149207,0.26049482650123457
2019-03,0.03724618084638115,0.27310361385660453
2019-04,-0.0010342320545967502,0.21006385788734627
2019-05,0.002721794196593373,0.2054312212645577
2019-06,0.0035657679454032492,0.19838447081887584
2019-07,-0.08689588467181636,0.168555487912444
2019-08,-0.08259588467181635,0.1592470901367105
2019-09,-0.08779339709271626,0.13276762658672162
2019-10,0.20133191003260756,0.2118472355066546
2019-11,0.1917304065090819,0.20074977503487879
2019-12,0.1912304065090819,0.18835088825174867
2020-01,-0.5116837661691966,0.20657551683706593
2020-02,-0.5298859061307281,0.19085956342664437
