year,quarter,dv,bus_conf,con_cred,cpi,con_exp,ppi,vix,inv,ppe
2010,1,0.131,0.007938599467531688,-0.011719164309187695,0.00401415054,0.017,0.9132278584,-0.14249677622473295,0.01573475695420068,0.026715467304533218
2010,2,0.1328,-0.0016088172157959265,-0.012076940433243116,0.00475072152,0.015,0.9235035068,0.22487654574000382,0.0047539149888141665,0.00287364579441938
2010,3,0.0507,-0.005191791834817829,0.005079929545436755,9.3250498e-4,0.013000000000000001,0.9262763008,-0.06675557262807719,0.05584158415841589,0.0212903588705141
2010,4,-0.0863,0.00558134104556393,0.023379960135121683,0.00294916321,0.009000000000000001,0.9380198989,-0.25951722926018805,-0.005575467941059361,0.002356902356902287
2011,1,0.1942,0.003768314223981587,0.0322686192515015,0.01264822375,0.011000000000000001,0.9714565324,-0.04841492985019142,0.0479019211324571,0.03592296039818229
2011,2,0.2999,-0.007188397432800358,0.0014352446120748106,0.01743310892,0.015,1.005871799,-0.06161049971230678,0.021276595744680837,0.03351633986928103
2011,3,-0.0513,-0.008172471494103726,0.0170824024025171,0.00408517984,0.018000000000000002,1.007339749,0.4225001171477875,0.01726233892535864,0.015089092594499982
2011,4,-0.2958,-0.0019855391108917356,0.01451511500733656,-0.0015205577,0.019,0.9991844724000001,-0.0065392765085098515,-0.019583539910758528,0.01961477292807912
2012,1,0.3835,0.0033638123437559754,0.00858508918510923,0.00795638656,0.021,1.0084814880000001,-0.6351270656747467,0.04043767840152226,0.02015929553774606
2012,2,0.050199999999999995,-0.0019091006137280566,0.00811651718640878,0.008275317380000001,0.019,1.012885337,0.08232455149558218,-0.004660054964750873,0.010257791269860832
2012,3,-0.0716,-0.004630496108869604,0.019092493027330935,0.00219328148,0.017,1.021693035,-0.23406468421001464,0.04832840573118035,0.027429224505345323
2012,4,-0.10439999999999999,-7.896709734482474e-4,0.019591841956241595,3.6040469999999995e-4,0.018000000000000002,1.017615397,0.024493064713535323,-0.04479030533444215,0.002446439599068863
2013,1,0.14,0.005029457631690599,0.011564517350664962,0.00590329876,0.015,1.024628935,-0.23222853858931775,0.051926109484118035,0.01649224444029154
2013,2,0.1096,-0.0021468478318486324,0.008317449903491557,0.00540980612,0.013999999999999999,1.030011417,0.08526374859708195,0.020196446308354467,0.020523967509438343
2013,3,0.0537,0.0073128024037831686,0.02021599165766529,0.00377979341,0.015,1.035883216,-0.031048623315758646,0.04329004329004323,0.024115217148598884
2013,4,0.1745,0.001646646015879383,0.01901814815380297,-0.00279067646,0.016,1.0252813570000001,-0.007321764217336114,-0.025221909504221676,0.019614281648825505
2014,1,-0.1782,-0.002240000850927724,0.011473074669952892,0.0076122253,0.015,1.0415919100000002,0.03487260705986493,0.03448996655518406,0.007840667216888957
2014,2,0.1354,0.0025135424934897574,0.014380806651801845,0.011808678139999999,0.017,1.063774262,-0.14933565031736729,0.0033333333333332624,0.017120655793698192
2014,3,0.1131,0.002651055081563712,0.02272938185341023,0.00114675844,0.017,1.064916001,0.011349390870495298,0.030009093664746883,0.00691117235531056
2014,4,-0.18109999999999998,-8.214199312483145e-4,0.017418798698513056,-0.00803351757,0.015,1.031479367,0.193781522348258,-0.03742138364779867,0.01053029031716739
2015,1,-0.19820000000000002,-0.007123062921055649,0.009398670553221394,-0.00543199002,0.013000000000000001,0.9929864622,0.035270053201373046,0.0066638900458142495,9.849326264170886e-4
2015,2,0.1943,-0.0018216753623241813,0.014406373833950359,0.01205595644,0.013000000000000001,1.012232915,-0.2087441326005996,0.013861792791867689,0.004983527253013025
2015,3,0.1193,-0.0034729524066095373,0.022410802381436383,0.0026267737400000003,0.012,1.0132115480000001,0.2718332103997634,0.033925205832754705,0.0035115423774596333
2015,4,-0.2207,-0.005683258194234628,0.007615760715787867,-0.004498436880000001,0.012,0.9815690752,-0.11287833827893184,-0.02752013046580372,-0.004571261584704012
2016,1,-0.19390000000000002,0.0024348659410184104,-0.014358237896424599,6.4634066e-4,0.015,0.9670526830999999,0.1806428612074784,0.006481012658227854,0.029907866761162374
2016,2,0.1625,0.004964068063930223,0.01386080897211005,0.011723505569999999,0.015,0.9849942912999999,-0.3179250769276025,0.0030287733467945195,0.013050081937727272
2016,3,0.251,-9.930830393538807e-4,0.021441170644153726,0.0033268194099999996,0.017,0.9939650954,-0.18776934607457377,0.01920982275472817,0.006768693304750045
2016,4,0.026699999999999998,0.004729524742846372,0.02023796927320822,0.00222574197,0.018000000000000002,0.9929864622,0.05914631416355137,-0.009899999999999949,0.0014865025567843977
2017,1,-0.0659,0.007226269016976251,0.008647826212211171,0.00790736963,0.018000000000000002,1.009949437,-0.1986241106943454,0.021430668362853487,0.005989203672327443
2017,2,0.1932,-8.217966156018561e-4,0.008022858149563633,0.005435177060000001,0.016,1.02152993,-0.03453384546986177,-0.004818092428711848,0.0012003384560892848
2017,3,0.1663,0.005472808505705967,0.01640353372846693,0.00396615691,0.015,1.028217257,-0.03748236039512716,0.07377049180327865,0.024437533594409817
2017,4,-0.0435,0.0017382614755499118,0.01956600611676938,0.00370629636,0.017,1.035557005,-0.07265762565259024,-0.019782669267205306,0.015441607287985168
2018,1,-0.0075,5.706575571717425e-4,0.006311632234230574,0.0088611838,0.018000000000000002,1.045669548,0.40243748176715466,0.0457325179473544,0.01291020689912494
2018,2,0.3323,-0.0013547215731351538,0.005109843002838994,0.01033075567,0.021,1.065894634,-0.11165979632710588,-0.00678147586329977,0.00768290876777247
2018,3,0.1917,0.0019398177136089692,0.017076147496796278,0.00327267568,0.021,1.072908172,-0.18886774500475736,0.031374243733794376,0.013514500693987833
2018,4,-0.3344,-0.0050369870739110575,0.016927812120715476,-5.7494736e-4,0.02,1.059696624,0.37659789659394227,-0.0187549528924893,0.024600530844184867
2019,1,0.0273,-0.006169062186338183,0.0062653848170097885,0.00335116034,0.017,1.045995759,-0.2375239588617243,0.03262350936967642,0.09584782888802988
2019,2,0.17329999999999998,-0.005939808466819787,0.007719422368585443,0.01198513227,0.017,1.075191649,-0.10146234748769417,0.011201886633538265,0.020863887968964403
2019,3,0.0885,-0.007071182223053315,0.01647634510117961,0.00274166008,0.018000000000000002,1.0698091669999998,0.042515168037853594,0.011983024049263524,0.018952286651401695
2019,4,-0.0016,-0.0026543898186583274,0.014091013215930313,0.00213017997,0.016,1.066220845,-0.13346031183557772,-5.828476269775803e-4,0.023418849907835493
2020,1,-0.6984999999999999,3.237599770364022e-4,0.0032273794803822104,0.0041942742199999996,0.018000000000000002,1.052356875,0.5436705823439815,-0.03991687591999307,-0.012188594411904185
2020,2,0.4731,-0.0033775901553047953,-0.021008465663255968,-0.00540035417,0.01,1.018267819,0.11970290201442894,-0.008206023570493215,0.0018318093697049953
2020,3,0.8946999999999999,0.019095554923615747,0.009250988084504273,0.01131485375,0.013999999999999999,1.0424074380000001,-0.3452308288523956,0.024192861402163757,0.002482031916189541
2020,4,-0.0212,0.007914890647241414,0.00922058991978204,0.0022995025,0.013999999999999999,1.046974392,-0.008892940586946166,-0.006085018854987948,0.0031572556162718997
2021,1,0.4347,0.007328475568589218,5.272175880889711e-4,0.010731144,0.016,1.0884031969999999,-0.10576065239926313,0.022862406833598442,-0.015240942503582912
