date,tv,bus_conf,con_cred,cpi,con_exp,ppi,vix,inv,ppe,fed_cat,recession_prob,hc_RD,health_exp,num_saas,aging_pop_pct,med_policyholder_pct,num_hospitals,tw,fif,eig
Aug-31-2017,3.13E-05,0.005472809,0.016403534,0.003966157,0.015,1.028217257,-0.03748236,0.073770492,0.024437534,3,0.17,182,3466,122,15.4,17.4,6210,-0.043797764,0.0114648,0.063214521
Sep-30-2017,-0.001586275,0.005472809,0.016403534,0.003966157,0.015,1.028217257,-0.03748236,0.073770492,0.024437534,1,0.25,182,3466,122,15.4,17.4,6210,0.002122976,-0.036861015,0.004075716
Oct-31-2017,-0.006621215,0.001738261,0.019566006,0.003706296,0.017,1.035557005,-0.072657626,-0.019782669,0.015441607,2,0.25,182,3466,122,15.4,17.4,6210,0.132072154,0.070451354,0.036821129
Nov-30-2017,-0.001308493,0.001738261,0.019566006,0.003706296,0.017,1.035557005,-0.072657626,-0.019782669,0.015441607,3,0.15,182,3466,122,15.4,17.4,6210,0.0114648,0.063214521,-0.006204571
Dec-31-2017,-0.002536465,0.001738261,0.019566006,0.003706296,0.017,1.035557005,-0.072657626,-0.019782669,0.015441607,3,0.17,182,3466,122,15.4,17.4,6210,-0.036861015,0.004075716,-0.002199991
Jan-31-2018,-0.06477793,5.71E-04,0.006311632,0.008861184,0.018,1.045669548,0.402437482,0.045732518,0.012910207,3,0.17,194,3630,100,15.8,17.8,6146,0.070451354,0.036821129,0.076208728
Feb-28-2018,-0.122482891,5.71E-04,0.006311632,0.008861184,0.018,1.045669548,0.402437482,0.045732518,0.012910207,3,0.13,182,3630,100,15.8,17.8,6146,0.063214521,-0.006204571,0.035977785
Mar-31-2018,-0.004946514,5.71E-04,0.006311632,0.008861184,0.018,1.045669548,0.402437482,0.045732518,0.012910207,3,0.13,182,3630,100,15.8,17.8,6146,0.004075716,-0.002199991,-0.009149463
Apr-30-2018,0.063968687,-0.001354722,0.005109843,0.010330756,0.021,1.065894634,-0.111659796,-0.006781476,0.007682909,3,0.13,182,3630,100,15.8,17.8,6146,0.036821129,0.076208728,0.018602425
May-31-2018,-0.017206306,-0.001354722,0.005109843,0.010330756,0.021,1.065894634,-0.111659796,-0.006781476,0.007682909,3,0.16,182,3630,100,15.8,17.8,6146,-0.006204571,0.035977785,-0.05866887
Jun-30-2018,-0.007028382,-0.001354722,0.005109843,0.010330756,0.021,1.065894634,-0.111659796,-0.006781476,0.007682909,3,0.17,182,3630,100,15.8,17.8,6146,-0.002199991,-0.009149463,-0.002528027
Jul-31-2018,-0.007471419,0.001939818,0.017076147,0.003272676,0.021,1.072908172,-0.188867745,0.031374244,0.013514501,3,0.17,182,3630,100,15.8,17.8,6146,0.076208728,0.018602425,-0.013679455
Aug-31-2018,-0.043797764,0.001939818,0.017076147,0.003272676,0.021,1.072908172,-0.188867745,0.031374244,0.013514501,2,0.16,182,3630,100,15.8,17.8,6146,0.035977785,-0.05866887,0.136465145
Sep-30-2018,0.002122976,0.001939818,0.017076147,0.003272676,0.021,1.072908172,-0.188867745,0.031374244,0.013514501,3,0.23,182,3630,100,15.8,17.8,6146,-0.009149463,-0.002528027,-0.002276097
Oct-31-2018,0.132072154,-0.005036987,0.016927812,-5.75E-04,0.02,1.059696624,0.376597897,-0.018754953,0.024600531,3,0.23,182,3630,100,15.8,17.8,6146,0.018602425,-0.013679455,0.014853392
Nov-30-2018,0.0114648,-0.005036987,0.016927812,-5.75E-04,0.02,1.059696624,0.376597897,-0.018754953,0.024600531,3,0.22,182,3630,100,15.8,17.8,6146,-0.05866887,0.136465145,0.031267008
Dec-31-2018,-0.036861015,-0.005036987,0.016927812,-5.75E-04,0.02,1.059696624,0.376597897,-0.018754953,0.024600531,3,0.25,182,3630,100,15.8,17.8,6146,-0.002528027,-0.002276097,0.00217427
Jan-31-2019,0.070451354,-0.006169062,0.006265385,0.00335116,0.017,1.045995759,-0.237523959,0.032623509,0.095847829,3,0.7,205,3795,56,16.2,18.1,6090,-0.013679455,0.014853392,-0.045350132
Feb-28-2019,0.063214521,-0.006169062,0.006265385,0.00335116,0.017,1.045995759,-0.237523959,0.032623509,0.095847829,2,0.73,205,3795,56,16.2,18.1,6090,0.136465145,0.031267008,0.004459093
Mar-31-2019,0.004075716,-0.006169062,0.006265385,0.00335116,0.017,1.045995759,-0.237523959,0.032623509,0.095847829,3,0.62,205,3795,56,16.2,18.1,6090,-0.002276097,0.00217427,-0.005228705
Apr-30-2019,0.036821129,-0.005939808,0.007719422,0.011985132,0.017,1.075191649,-0.101462347,0.011201887,0.020863888,3,0.62,205,3795,56,16.2,18.1,6090,0.014853392,-0.045350132,0.014024376
May-31-2019,-0.006204571,-0.005939808,0.007719422,0.011985132,0.017,1.075191649,-0.101462347,0.011201887,0.020863888,1,0.84,205,3795,56,16.2,18.1,6090,0.031267008,0.004459093,0.0223798
Jun-30-2019,-0.002199991,-0.005939808,0.007719422,0.011985132,0.017,1.075191649,-0.101462347,0.011201887,0.020863888,1,0.96,205,3795,56,16.2,18.1,6090,0.00217427,-0.005228705,-0.002627824
Jul-31-2019,0.076208728,-0.007071182,0.016476345,0.00274166,0.018,1.069809167,0.042515168,0.011983024,0.018952287,3,0.96,205,3795,56,16.2,18.1,6090,-0.045350132,0.014024376,-0.012146323
Aug-31-2019,0.035977785,-0.007071182,0.016476345,0.00274166,0.018,1.069809167,0.042515168,0.011983024,0.018952287,1,0.95,205,3795,56,16.2,18.1,6090,0.004459093,0.0223798,-0.161588261
Sep-30-2019,-0.009149463,-0.007071182,0.016476345,0.00274166,0.018,1.069809167,0.042515168,0.011983024,0.018952287,1,0.95,205,3795,56,16.2,18.1,6090,-0.005228705,-0.002627824,-0.001941258
Oct-31-2019,0.018602425,-0.00265439,0.014091013,0.00213018,0.016,1.066220845,-0.133460312,-5.83E-04,0.02341885,1,0.97,205,3795,56,16.2,18.1,6090,0.014024376,-0.012146323,
Nov-30-2019,-0.05866887,-0.00265439,0.014091013,0.00213018,0.016,1.066220845,-0.133460312,-5.83E-04,0.02341885,1,0.95,205,3795,56,16.2,18.1,6090,0.0223798,-0.161588261,
Dec-31-2019,-0.002528027,-0.00265439,0.014091013,0.00213018,0.016,1.066220845,-0.133460312,-5.83E-04,0.02341885,2,0.95,205,3795,56,16.2,18.1,6090,-0.002627824,-0.001941258,
Jan-31-2020,-0.013679455,3.24E-04,0.003227379,0.004194274,0.018,1.052356875,0.543670582,-0.039916876,-0.012188594,2,0.82,215,3950,29,16.6,18.4,6020,-0.012146323,,
Feb-29-2020,0.136465145,3.24E-04,0.003227379,0.004194274,0.018,1.052356875,0.543670582,-0.039916876,-0.012188594,3,0.97,215,3950,29,16.6,18.4,6020,-0.161588261,,
Mar-31-2020,-0.002276097,3.24E-04,0.003227379,0.004194274,0.018,1.052356875,0.543670582,-0.039916876,-0.012188594,1,0.97,215,3950,29,16.6,18.4,6020,-0.001941258,,
Apr-30-2020,0.014853392,-0.00337759,-0.021008466,-0.005400354,0.01,1.018267819,0.119702902,-0.008206024,0.001831809,1,0.97,215,3950,29,16.6,18.4,6020,,,
May-31-2020,0.031267008,-0.00337759,-0.021008466,-0.005400354,0.01,1.018267819,0.119702902,-0.008206024,0.001831809,2,0.92,215,3950,29,16.6,18.4,6020,,,
Jun-30-2020,0.00217427,-0.00337759,-0.021008466,-0.005400354,0.01,1.018267819,0.119702902,-0.008206024,0.001831809,3,0.92,215,3950,29,16.6,18.4,6020,,,
Jul-31-2020,-0.045350132,0.019095555,0.009250988,0.011314854,0.014,1.042407438,-0.345230829,0.024192861,0.002482032,3,0.97,215,3950,29,16.6,18.4,6020,,,
Aug-31-2020,0.004459093,0.019095555,0.009250988,0.011314854,0.014,1.042407438,-0.345230829,0.024192861,0.002482032,3,0.98,215,3950,29,16.6,18.4,6020,,,
Sep-30-2020,-0.005228705,0.019095555,0.009250988,0.011314854,0.014,1.042407438,-0.345230829,0.024192861,0.002482032,1,0.96,215,3950,29,16.6,18.4,6020,,,
Oct-31-2020,0.014024376,0.007914891,0.00922059,0.002299503,0.014,1.046974392,-0.008892941,-0.006085019,0.003157256,2,0.97,215,3950,29,16.6,18.4,6020,,,
Nov-30-2020,0.0223798,0.007914891,0.00922059,0.002299503,0.014,1.046974392,-0.008892941,-0.006085019,0.003157256,2,0.97,215,3950,29,16.6,18.4,6020,,,
Dec-31-2020,-0.002627824,0.007914891,0.00922059,0.002299503,0.014,1.046974392,-0.008892941,-0.006085019,0.003157256,2,0.96,215,3950,29,16.6,18.4,6020,,,
Jan-31-2021,-0.012146323,0.007328476,5.27E-04,0.010731144,0.016,1.088403197,-0.105760652,0.022862407,-0.015240943,2,0.94,225,4100,50,17,18.7,5970,,,
Feb-28-2021,-0.161588261,0.007328476,5.27E-04,0.010731144,0.016,1.088403197,-0.105760652,0.022862407,-0.015240943,1,0.94,225,4100,50,17,18.7,5970,,,
Mar-31-2021,-0.001941258,0.007328476,5.27E-04,0.010731144,0.016,1.088403197,-0.105760652,0.022862407,-0.015240943,1,0.94,225,4100,50,17,18.7,5970,,,
