"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","BCI","AMPLITUD","LTRENDIDX","M","2008-12",95.52877,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-01",95.57012,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-02",95.81047,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-03",96.23094,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-04",96.87095,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-05",97.57259,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-06",98.28292,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-07",99.01186,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-08",99.6166,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-09",99.9677,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-10",100.2161,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-11",100.3475,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2009-12",100.5939,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-01",100.9488,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-02",101.2032,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-03",101.4154,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-04",101.3505,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-05",101.0451,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-06",100.6842,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-07",100.4823,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.4555,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-09",100.5766,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-10",100.8246,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-11",101.0882,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.2939,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-01",101.4489,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-02",101.5064,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-03",101.3983,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-04",101.1199,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-05",100.6725,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-06",100.389,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-07",100.0861,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-08",99.88884,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-09",99.75691,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.65792,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.67591,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.80407,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.95034,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-02",100.0683,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-03",100.1289,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-04",100.0962,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.89113,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-06",99.58829,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-07",99.40953,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-08",99.39053,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-09",99.39477,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-10",99.29738,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-11",99.24004,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2012-12",99.42212,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-01",99.75759,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-02",99.92847,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-03",99.77963,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-04",99.54838,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-05",99.51857,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-06",99.75721,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-07",100.0972,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-08",100.3931,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-09",100.5352,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-10",100.5767,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-11",100.545,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2013-12",100.4003,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-01",100.2085,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-02",100.2622,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-03",100.3774,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-04",100.476,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-05",100.5411,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-06",100.5891,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.6989,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.8459,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.8631,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-10",100.8831,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.779,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.4976,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.2106,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-02",99.98377,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-03",99.82825,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-04",99.78602,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-05",99.84996,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.84109,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-07",99.69807,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-08",99.48594,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-09",99.25659,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-10",99.04881,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-11",98.88212,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2015-12",98.82314,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-01",98.91682,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.15112,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-03",99.41045,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-04",99.54764,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-05",99.66637,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-06",99.74845,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-07",99.65284,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-08",99.48114,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-09",99.53188,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-10",99.71842,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-11",100.0129,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2016-12",100.3538,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-01",100.658,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8329,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-03",100.7785,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6132,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6103,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-06",100.7977,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-07",100.9849,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-08",101.2581,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-09",101.4402,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4061,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-11",101.3718,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2017-12",101.4341,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.487,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.5124,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.3863,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.2537,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.3012,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.419,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4823,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.5877,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.4947,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.2742,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-11",101.0482,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2018-12",100.7159,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.556,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.3818,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.2425,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.0085,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-05",99.79356,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.59985,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.36792,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.07628,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-09",98.85545,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.78497,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.80801,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.91961,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.09651,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-02",98.97359,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.53852,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-04",98.06623,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-05",98.31841,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-06",99.22553,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-07",100.0116,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-08",100.5248,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-09",100.8285,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-10",101.1117,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-11",101.2444,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-12",101.4131,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-01",101.5638,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-02",101.9399,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-03",102.5081,
