Date,predicted_probability
1983-01-31,0.13038680470449523
1983-02-28,0.12557807080532687
1983-03-31,0.12848511298213935
1983-05-31,0.12383371202848373
1983-06-30,0.13164598720369905
1983-08-31,0.12958766514582096
1983-09-30,0.12537188131105753
1983-10-31,0.1123491986274136
1983-11-30,0.1250189689639564
1984-01-31,0.12558774952121113
1984-02-29,0.12085350746832009
1984-04-30,0.13640371022839193
1984-05-31,0.14685473142925762
1984-07-31,0.13114442113518263
1984-08-31,0.13475831604400088
1984-10-31,0.532181837490876
1984-11-30,0.1400663384229877
1984-12-31,0.17521801734911827
1985-01-31,0.11612266739323883
1985-02-28,0.11473618884549294
1985-04-30,0.10280063842170596
1985-05-31,0.12284129735911219
1985-07-31,0.13367572383231757
1985-09-30,0.11528167487210579
1985-10-31,0.1275614892974433
